sourcenotation;targetnotation;type
4114294-9;sh85033169;close
4123896-5;sh96009430;close
4013630-9;sh85081522;close
4130725-2;sh85093884;close
4120604-6;sh85123246;close
4053163-6;sh85033823;close
4033659-1;sh85007989;close
4166037-7;sh85007991;close
4064115-6;sh85057525;close
4165850-4;sh85034467;close
4212790-7;sh85117928;close
4063849-2;sh85104904;close
4123195-8;sh85138133;close
4141642-9;sh85084356;close
4166263-5;sh85034997;close
4166276-3;sh85035151;close
4286698-4;sh85036463;close
4134976-3;sh85036947;close
4032262-2;sh85031501;close
4135648-2;sh85037090;close
4016221-7;sh85082755;close
4129524-9;sh85094365;close
4073931-4;sh85037496;close
4300665-6;sh85134753;close
4078786-2;sh85037949;close
4525888-0;sh85037954;close
4043689-5;sh85095200;close
4191359-0;sh85139017;close
4011628-1;sh85056979;close
4011150-7;sh85035869;close
4050838-9;sh85010795;close
4012877-5;sh85039296;close
4130335-0;sh85048969;close
4048610-2;sh85089815;close
4276164-5;sh85075311;close
4192245-1;sh85145478;close
4064689-0;sh85145447;close
4022369-3;sh85145514;close
4000302-4;sh85120457;close
4061560-1;sh85139476;close
4061557-1;sh85037502;close
4332816-7;sh85124340;close
4045575-0;sh85015985;close
4134250-1;sh85040936;close
4214256-8;sh85134303;close
4159651-1;sh85041100;close
4130244-8;sh85041072;close
4141476-7;sh85041367;close
4014159-7;sh85041516;close
4121179-0;sh85042081;close
4070747-7;sh85042138;close
4137298-0;sh85109460;close
4140579-1;sh85042531;close
4254829-9;sh85019438;close
4014553-0;sh85042693;close
4014562-1;sh85042722;close
4016243-6;sh85005238;close
4014663-7;sh85043068;close
4145236-7;sh85012742;close
4163488-3;sh85047696;close
4113831-4;sh85058465;close
4134941-6;sh85058490;close
4005279-5;sh85058663;close
4187060-8;sh85124155;close
4072493-1;sh85060673;close
4160229-8;sh85060753;close
4022796-0;sh85060130;close
4022808-3;sh85060189;close
4113887-9;sh85060342;close
4024954-2;sh85060875;close
4159920-2;sh85060979;close
4192684-5;sh85061218;close
4072532-7;sh85061086;close
4120195-4;sh85061276;close
4122203-9;sh85061729;close
4072613-7;sh85062868;close
4066567-7;sh85118696;close
4025801-4;sh85061798;close
4025801-4;sh85061795;close
4025864-6;sh85061980;close
4019294-5;sh85062204;close
4026288-1;sh85063354;close
4133067-5;sh85148789;close
4249091-1;sh85018328;close
4211948-0;sh85061768;close
4032791-7;sh85062313;close
4016962-5;sh85086520;close
4026651-5;sh85064628;close
4136341-3;sh85106751;close
4125289-5;sh85048486;close
4435444-7;sh87004914;close
4120478-5;sh85064867;close
4359656-3;sh85119573;close
4188983-6;sh85050594;close
4033447-8;sh85008180;close
4123412-1;sh85064408;close
4006684-8;sh85064446;close
4225410-3;sh85064569;close
4026637-0;sh85064579;close
4127160-9;sh85065047;close
4026887-1;sh85066112;close
4026927-9;sh85066289;close
4129842-1;sh85050511;close
7545389-7;sh85042293;close
4072806-7;sh85066163;close
4132093-1;sh85066703;close
4161880-4;sh85066739;close
4059103-7;sh85072117;close
4015537-7;sh93001720;close
4066359-0;sh85067691;close
4006306-9;sh85068283;close
4144611-2;sh85127026;close
4027787-2;sh85066793;close
4029798-6;sh85020245;close
4021329-8;sh85052909;close
4058900-6;sh85037601;close
4114069-2;sh85069643;close
4032785-1;sh85046341;close
4166781-5;sh85074735;close
4125186-6;sh85112662;close
4127276-6;sh85061192;close
4035861-6;sh85077249;close
4137665-1;sh85074310;close
4166463-2;sh85075406;close
4124840-5;sh85074524;close
4035076-9;sh85074525;close
4129609-6;sh85122390;close
4274532-9;sh85074740;close
4139920-1;sh85074747;close
4039691-5;sh85074959;close
4123640-3;sh85111683;close
4052831-5;sh85076067;close
4167458-3;sh85076250;close
4047160-3;sh85051711;close
4332106-9;sh85005741;close
4062843-7;sh85077534;close
4015025-2;sh85044272;close
4008570-3;sh85015738;close
4077984-1;sh85062530;close
4036283-8;sh85077999;close
4168357-2;sh85003383;close
4036760-5;sh85079154;close
4037805-6;sh85079326;close
4137595-6;sh85147932;close
4138145-2;sh85036451;close
4174708-2;sh85099397;close
4044571-9;sh85080781;close
4048805-6;sh85082955;close
4171444-1;sh85090800;close
4045170-7;sh86003112;close
4138724-7;sh85083159;close
4047033-7;sh85083162;close
4078315-7;sh85143046;close
4151742-8;sh85041828;close
4074756-6;sh85084158;close
4038931-5;sh85084271;close
4039860-2;sh85052522;close
4039216-8;sh85084840;close
4025823-3;sh85061842;close
4025207-3;sh85087823;close
4068900-1;sh85041851;close
4115774-6;sh85114675;close
4121099-2;sh85079354;close
4013108-7;sh85103613;close
4308237-3;sh85081838;close
4036966-3;sh85079604;close
4142903-5;sh85079362;close
4015173-6;sh85079763;close
4168646-9;sh85032630;close
4181737-0;sh85124523;close
4047682-0;sh85083699;close
4003935-3;sh85010076;close
4026879-2;sh85029015;close
4005920-0;sh85093836;close
4076419-9;sh85083173;close
4125841-1;sh85080410;close
4130742-2;sh85062187;close
4169187-8;sh85081876;close
4033676-1;sh85103153;close
4061839-0;sh85145922;close
4059231-5;sh85082769;close
4177685-9;sh85112493;close
4134748-1;sh85083129;close
4002741-7;sh85083146;close
4135788-7;sh85047057;close
4166475-9;sh85083164;close
4177057-2;sh85125942;close
4056405-8;sh85126948;close
4127753-3;sh85138061;close
4003115-9;sh85039719;close
4139055-6;sh85083059;close
4174134-1;sh85039742;close
4134081-4;sh85143020;close
4074707-4;sh85083381;close
4144086-9;sh85083467;close
4002931-1;sh85007224;close
4169467-3;sh85083910;close
4169063-1;sh85082706;close
4161081-7;sh85130640;close
4203829-7;sh85084250;close
4332543-9;sh85084093;close
4038950-9;sh85084315;close
4038953-4;sh85084334;close
4169667-0;sh85084321;close
4177335-4;sh85119625;close
4139716-2;sh85084414;close
4039257-0;sh85084802;close
4039232-6;sh85084898;close
4039232-6;sh90005949;close
4039457-8;sh85085589;close
4039792-0;sh85047377;close
4122290-8;sh85087063;close
4021732-2;sh85120127;close
4012211-6;sh85037828;close
4219700-4;sh85081160;close
4040392-0;sh85087665;close
4170787-4;sh85088722;close
4115775-8;sh85114680;close
4114655-4;sh85088796;close
4170810-6;sh85088808;close
4170883-0;sh85089128;close
4161631-5;sh85102780;close
4139655-8;sh85089188;close
4024654-1;sh85059683;close
4057577-9;sh85128120;close
4041897-2;sh85091159;close
4152320-9;sh85090134;close
4115348-0;sh85090284;close
4041457-7;sh85090425;close
4033146-5;sh85145303;close
4041802-9;sh85090739;close
4129395-2;sh85090860;close
4173794-5;sh85090903;close
4041643-4;sh85090917;close
4067637-7;sh85021906;close
4041874-1;sh85090934;close
4041878-9;sh85091118;close
4041888-1;sh85091139;close
4171595-0;sh85091161;close
4122297-0;sh85091168;close
4047453-7;sh85107168;close
4152695-8;sh85100445;close
4076370-5;sh85107310;close
4180761-3;sh85119624;close
4047516-5;sh85107626;close
4079455-6;sh85036984;close
4047729-0;sh85108528;close
4190511-8;sh85036923;close
4126605-5;sh85110387;close
4048214-5;sh85037499;close
4038268-0;sh85110693;close
4112491-1;sh85053765;close
4049416-0;sh85112577;close
4128484-7;sh85051130;close
4036663-7;sh85109006;close
4057173-7;sh85114667;close
4125556-2;sh85110385;close
4236082-1;sh85110410;close
4129164-5;sh85111520;close
4177616-1;sh90003630;close
4003961-4;sh85010109;close
4314334-9;sh85098791;close
4122314-7;sh85103610;close
4006846-8;sh85014173;close
4042270-7;sh85072254;close
4075399-2;sh85072261;close
4121880-2;sh2005001257;close
4122967-8;sh85015705;close
4061454-2;sh85042664;close
4017982-5;sh85112953;close
4014214-0;sh85041866;close
4031297-5;sh85008186;close
4165763-9;sh85114768;close
4412829-0;sh85114774;close
4000089-8;sh85001072;close
4197651-4;sh85114504;close
4006896-1;sh85014188;close
4002513-5;sh85006221;close
4058509-8;sh85048826;close
4163840-2;sh85104268;close
4065449-7;sh85148216;close
4346327-7;sh85104530;close
4046699-1;sh85104660;close
4130554-1;sh85053865;close
4178942-8;sh85094424;close
4181657-2;sh85123201;close
4130724-0;sh85016829;close
4076259-2;sh85104862;close
4180456-9;sh85131237;close
4167855-2;sh85148105;close
4046840-9;sh85101240;close
4015411-7;sh85048581;close
4063994-0;sh85089622;close
4033842-3;sh85121813;close
4062860-7;sh85005162;close
4114141-6;sh85020214;close
4061388-4;sh85093646;close
4019604-5;sh85093768;close
4038301-5;sh85093871;close
4074685-9;sh85093937;close
4074685-9;sh85093944;close
4112627-0;sh85046653;close
4056119-7;sh85044855;close
4182156-7;sh85044860;close
4058156-1;sh85018692;close
4043687-1;sh85095201;close
4011130-1;sh85029513;close
4008648-3;sh85139121;close
4043924-0;sh85095799;close
4164300-8;sh85015514;close
4120300-8;sh85072162;close
4025405-7;sh85059612;close
4199818-2;sh85041233;close
4043846-6;sh85095455;close
4030473-5;sh85095770;close
4070552-3;sh85115893;close
4205743-7;sh85096753;close
4457869-6;sh90003944;close
4045855-6;sh85101119;close
4045943-3;sh85101208;close
4045580-4;sh85102796;close
4030982-4;sh85101722;close
4140911-5;sh85099133;close
4135831-4;sh85102257;close
4146051-0;sh85103016;close
4146051-0;sh85103017;close
4183030-1;sh85114684;close
4126054-5;sh85058842;close
4036660-1;sh85078904;close
4076315-8;sh85106058;close
4132260-5;sh85106217;close
4019514-4;sh85106113;close
4024800-8;sh85137403;close
4068470-2;sh85047239;close
4127390-4;sh85107602;close
4135569-6;sh85134982;close
4185576-0;sh85135655;close
4044361-9;sh85097026;close
4184454-3;sh85144953;close
4052831-5;sh85018381;close
4130480-9;sh85097834;close
4124014-5;sh85097887;close
4044635-9;sh85097907;close
4044638-4;sh85097912;close
4075220-3;sh85090045;close
4143703-2;sh85126453;close
4044893-9;sh85098685;close
4170396-0;sh85098691;close
4139783-6;sh85098615;close
4023852-0;sh85123171;close
4017310-0;sh85048666;close
4122198-9;sh85116907;close
4030594-6;sh85099185;close
4007379-8;sh85124376;close
4125812-5;sh85096675;close
4114355-3;sh85074426;close
4205405-9;sh85118988;close
4191989-0;sh85096852;close
4067488-5;sh85099890;close
4045326-1;sh85102591;close
4152692-2;sh85100364;close
7607663-5;sh85100518;close
4115557-9;sh85100597;close
4045790-4;sh85100836;close
4045873-8;sh85101143;close
4190098-4;sh85101256;close
4045936-6;sh85101413;close
4016921-2;sh85124640;close
4232228-5;sh85042367;close
4158257-3;sh85102053;close
4013537-8;sh85106210;close
4126262-1;sh85048622;close
4033576-8;sh85102884;close
4067810-6;sh85062563;close
4058540-2;sh85129595;close
4046283-3;sh85103150;close
4133223-4;sh85103551;close
4159486-1;sh85044306;close
4246394-4;sh85147679;close
4263523-8;sh85099008;close
4017269-7;sh85048726;close
4051752-4;sh85117645;close
4177061-4;sh95007821;close
4015134-7;sh85040496;close
4171310-2;sh85090245;close
4197408-6;sh85125368;close
4077878-2;sh85128026;close
4052363-9;sh85128443;close
4020872-2;sh85136516;close
4007281-2;sh85014939;close
4066129-5;sh85146670;close
4051642-8;sh85117331;close
4154284-8;sh85048493;close
4189770-5;sh85084328;close
4055222-6;sh85123125;close
4139550-5;sh85119000;close
4072609-5;sh85147809;close
4072608-3;sh98006362;close
4124179-4;sh85119448;close
4068817-3;sh85065936;close
4054079-0;sh85119509;close
4008528-4;sh85016679;close
4379341-1;sh85119634;close
4055783-2;sh85124152;close
4075806-0;sh85041146;close
4167885-0;sh85077572;close
4032813-2;sh85093362;close
4041071-7;sh85105563;close
4307863-1;sh85106377;close
4007348-8;sh85124396;close
4036159-7;sh85124730;close
4116533-0;sh85125290;close
4078646-8;sh85129487;close
4068917-7;sh85009307;close
4056436-8;sh85126888;close
4125287-1;sh85127601;close
4057338-2;sh85066087;close
4423366-8;sh85067678;close
4077924-5;sh85128280;close
4052320-2;sh85054086;close
4172553-0;sh85054102;close
4172553-0;sh85097039;close
4172553-0;sh85097135;close
4058129-9;sh85129210;close
4055898-8;sh85124078;close
4058665-0;sh85130847;close
4184234-0;sh85131613;close
4006216-8;sh85094982;close
4125229-9;sh98003200;close
4839180-3;sh85143804;close
4048744-1;sh85114076;close
4059039-2;sh85132392;close
4067341-8;sh85036939;close
4012400-9;sh85038494;close
4010843-0;sh85115332;close
4133697-5;sh85136077;close
4063048-1;sh85130857;close
4122122-9;sh85039685;close
4041169-2;sh85141331;close
4053793-6;sh85014574;close
4113502-7;sh85058109;close
4058940-7;sh85131869;close
4006648-4;sh85132407;close
4059351-4;sh85054117;close
4016796-3;sh85112798;close
4138140-3;sh85021498;close
4015169-4;sh85040430;close
4059527-4;sh85134103;close
4143338-5;sh85009323;close
4190487-4;sh85134726;close
4059827-5;sh85134783;close
4059963-2;sh85135077;close
4020840-0;sh85135594;close
4438228-5;sh85136958;close
4130713-6;sh85042014;close
4127090-3;sh85137038;close
4472708-2;sh85121579;close
4191869-1;sh85138160;close
4078460-5;sh85138553;close
4117265-6;sh85138753;close
4250586-0;sh85094740;close
4140939-5;sh85082927;close
4041251-9;sh85141635;close
4026656-4;sh85141709;close
4003864-6;sh85076830;close
4126555-5;sh85144057;close
4064081-4;sh85144255;close
4188776-1;sh85144279;close
4128339-9;sh85144257;close
4187457-2;sh85142520;close
4039002-0;sh85142883;close
4005382-9;sh85027174;close
4078895-7;sh92003035;close
4034831-3;sh85076810;close
4117376-4;sh85143298;close
4188295-7;sh85106750;close
4140686-2;sh85022450;close
4128984-5;sh85144004;close
4021177-0;sh85055165;close
4177065-1;sh85125923;close
4117221-8;sh85149938;close
4041119-9;sh85050191;close
4001210-4;sh85003268;close
4123601-4;sh89005210;close
4034933-0;sh85077748;close
4034937-8;sh85077755;close
4121313-0;sh85053479;close
4269896-0;sh85102876;close
4056399-6;sh85009135;close
4238273-7;sh85034680;close
4190486-2;sh85133203;close
4014316-8;sh85042194;close
4043565-9;sh85094831;close
4047511-6;sh85107606;close
4175973-4;sh85107605;close
4155639-2;sh85031311;close
4507333-8;sh85033908;close
4146403-5;sh85015963;close
4173117-7;sh85097153;close
4041358-5;sh85090277;close
4142769-5;sh85005932;close
4045968-8;sh85101651;close
4052580-6;sh85123396;close
4066567-7;sh85118236;close
4285421-0;sh85146673;close
4066514-8;sh88001829;close
4124109-5;sh85117253;close
4048954-1;sh85112244;close
4048193-1;sh85110610;close
4008364-0;sh85016646;close
4121342-7;sh85142483;close
4122308-1;sh85097922;close
4019772-4;sh85136068;close
4002417-9;sh85005966;close
4153456-6;sh88006208;close
4371892-9;sh85094180;close
4296626-7;sh85088040;close
4020529-0;sh85061223;close
4028535-2;sh85069835;close
4074309-3;sh85126455;close
4120382-3;sh85107765;close
4167850-3;sh85116845;close
4056503-8;sh85139174;close
4156342-6;sh85143635;close
4157553-2;sh85041935;close
4126111-2;sh85013867;close
4130812-8;sh85076548;close
4184571-7;sh85133121;close
4038206-0;sh85082807;close
4269066-3;sh85122667;close
4046581-0;sh85104409;close
4034399-6;sh85047270;close
4034445-9;sh85002328;close
4114375-9;sh85050253;close
4113413-8;sh85062578;close
4222600-4;sh85056099;close
4002865-3;sh85006928;close
4003990-0;sh85009789;close
4004443-9;sh85011566;close
4189529-0;sh85146366;close
4044549-5;sh85097653;close
4029945-4;sh85003228;close
4031646-4;sh85027364;close
4125621-9;sh85115895;close
4002802-1;sh85073676;close
4048190-6;sh85110658;close
4136813-7;sh85029185;close
4136813-7;sh85099659;close
4011412-0;sh85036659;close
4004911-5;sh85062542;close
4167620-8;sh85078595;close
4055736-4;sh85044503;close
4417143-2;sh85019939;close
4169266-4;sh85083278;close
4046558-5;sh85104457;close
4068103-8;sh85129415;close
4117734-4;sh95001761;close
4138494-5;sh85126912;close
4123869-2;sh85056428;close
4058812-9;sh85131743;close
4181825-8;sh85040739;close
4744081-8;sh85119460;close
4072779-8;sh85065707;close
4009848-5;sh85022913;close
4017949-7;sh85078097;close
4017949-7;sh85078820;close
4332807-6;sh85118577;close
4022492-2;sh85051743;close
4033122-2;sh85031233;close
4156898-9;sh85011875;close
4128095-7;sh85080340;close
4071286-2;sh85073736;close
4015186-4;sh85100430;close
4065541-6;sh85001086;close
4065541-6;sh85108869;close
4073736-6;sh85033158;close
4030027-4;sh85021043;close
4136841-1;sh85099633;close
4121583-7;sh85047412;close
4022930-0;sh85025092;close
4067063-6;sh85085930;close
4133275-1;sh85086441;close
4049544-9;sh85032437;close
4049544-9;sh85112958;close
4003554-2;sh85067073;close
4177943-5;sh85113502;close
4033114-3;sh85145114;close
4017754-3;sh85047611;close
4030763-3;sh85047462;close
4047233-4;sh85106637;close
4058522-0;sh85129660;close
4067703-5;sh85069870;close
4139773-3;sh85070843;close
4078752-7;n80009843;close
4069994-8;sh85025083;close
4036050-7;sh85077732;close
4004351-4;sh85011275;close
4031225-2;sh85000065;close
4084837-1;sh2007100963;close
4141146-8;sh85007522;close
4002214-6;sh85005534;close
4127325-4;sh85025009;close
4004845-7;sh85137241;close
4125179-9;sh85053102;close
4185646-6;sh85026864;close
4059667-9;sh85148107;close
4124626-3;sh85015343;close
4024271-7;sh85059822;close
4152212-6;sh85038254;close
4014277-2;sh85042056;close
4016443-3;sh85028577;close
4079329-1;sh85146874;close
4117629-7;sh85096159;close
4053870-9;sh85146012;close
4036999-7;sh85079687;close
4285844-6;sh85023094;close
4201513-3;sh85059721;close
4181844-1;sh85019565;close
4024665-6;sh85020226;close
4024666-8;sh85020229;close
4006725-7;sh85031183;close
4031751-1;sh85031185;close
4154684-2;sh85038240;close
4190570-2;sh85036164;close
4134891-6;sh85047229;close
4601395-7;sh85117189;close
4029176-5;sh85022845;close
4020199-5;sh85054035;close
4038639-9;sh85080292;close
4172965-1;sh85029020;close
4465590-3;sh85083077;close
4188494-2;sh85014302;close
4121648-9;sh85119508;close
4048009-4;sh85054111;close
4048009-4;sh85097048;close
4048009-4;sh89003062;close
4048009-4;sh85097144;close
4007259-9;sh85014927;close
4766914-7;sh85079152;close
4134923-4;sh85033394;close
4003360-0;sh85113200;close
4068903-7;sh85113196;close
4010857-0;sh85035349;close
4062505-9;sh85142545;close
4020796-1;sh85056246;close
4018214-9;sh85147291;close
4178421-2;sh85035128;close
4202148-0;sh85057385;close
4198872-3;sh85093847;close
4056449-6;sh85074518;close
4127422-2;sh85101287;close
4055765-0;sh85123939;close
4267223-5;sh85066082;close
4153097-4;sh85005577;close
4166041-9;sh85008026;close
4132234-4;sh85012927;close
4032270-1;sh85031562;close
4120110-3;sh85041339;close
4033430-2;sh85147447;close
4113615-9;sh85051829;close
4155385-8;sh85074599;close
4043844-2;sh85095454;close
4001240-2;sh85077814;close
4001240-2;sh85122849;close
4048166-9;sh85045046;close
4018858-9;sh85052277;close
4028871-7;sh85149384;close
4139777-0;sh85088956;close
4114364-4;sh85074944;close
4332259-1;sh85008010;close
