sourcenotation;targetnotation;type
4017269-7;sh85032009;close
4248783-3;sh89003175;close
4180347-4;sh85032133;close
4032272-5;sh85031524;close
4142068-8;sh85035878;close
4070512-2;sh85037008;close
4000114-3;sh85115871;close
4140929-2;sh85111603;close
4178812-6;sh87002577;close
4043589-1;sh85094979;close
4150875-0;sh85014980;close
4179125-3;sh85117502;close
4128136-6;sh85090225;close
4188997-6;sh85147923;close
4180608-6;sh85119511;close
4181014-4;sh85120119;close
4021017-0;sh85103949;close
4189252-5;sh85145640;close
4136938-5;sh85125884;close
4137446-0;sh85124783;close
4193786-7;sh85126339;close
4137547-6;sh85147453;close
4064777-8;sh85006247;close
4209522-0;sh85129751;close
4125206-8;sh85109012;close
4171381-3;sh85000998;close
4137457-5;sh85131450;close
4112639-7;sh85134721;close
4145816-3;sh85135052;close
4448093-3;sh85086537;close
4170546-4;sh85087237;close
4344232-8;sh00000450;close
4128599-2;sh85091192;close
4130790-2;sh85090572;close
4120308-2;sh85096611;close
4174040-3;sh85099629;close
4359944-8;sh96002715;close
4126254-2;sh85101365;close
4174546-2;sh85051036;close
4258647-1;sh85100291;close
4073689-1;sh85030733;close
4012662-6;sh85068842;close
4175322-7;sh85104736;close
4192037-5;sh85107398;close
4047497-5;sh85107565;close
4065535-0;sh2007100689;close
4176910-7;sh85111271;close
4226660-9;sh85114232;close
4053417-0;sh89003141;close
4159395-9;sh85061564;close
4317706-2;sh85117304;close
4055271-8;sh89003151;close
4131553-4;sh86004200;close
4039495-5;sh85000565;close
4119508-5;sh85132247;close
4185089-0;sh85134706;close
4197401-3;sh85130568;close
4327967-3;sh85142606;close
4145146-6;sh85088019;close
4138666-8;sh2003006489;close
4020569-1;sh85049035;close
4201894-8;sh85053734;close
4363113-7;sh87020638;close
4190497-7;sh85057910;close
4237560-5;sh85046385;close
4071909-1;sh85055468;close
4158758-3;sh85058300;close
4248700-6;sh85074225;close
4023196-3;sh85058603;close
4020752-3;sh86002706;close
4133410-3;sh85059025;close
4024422-2;sh85060283;close
4159627-4;sh85060462;close
4025090-8;sh85061078;close
4142741-5;sh85064539;close
4428932-7;sh85012728;close
4011061-8;sh85067581;close
4125489-2;sh85068633;close
4593692-4;sh85070593;close
7665261-0;sh85081625;close
4140214-5;sh85142484;close
4163383-0;sh85071676;close
4167377-3;sh85076050;close
4124397-3;sh85148589;close
4074259-3;sh85077309;close
4122262-3;sh85077311;close
4019244-1;sh85061482;close
4127669-3;sh91004128;close
4040368-3;sh85087573;close
4197740-3;sh85134022;close
4171587-1;sh85091135;close
4615423-1;sh85144968;close
4190508-8;sh85093815;close
4046704-1;sh89001625;close
4140051-3;sh98008069;close
4172640-6;sh85095098;close
4265459-2;sh85096027;close
4023838-6;sh85123164;close
4160574-3;sh85100602;close
4045693-6;sh85100596;close
4013058-7;sh85082055;close
4145855-2;sh85101493;close
4127498-2;sh85050353;close
4128709-5;sh85148626;close
4608965-2;sh85132165;close
4261878-2;sh85107655;close
4048011-2;sh85109732;close
4776375-9;sh85000404;close
4000522-7;sh85000978;close
4146959-8;sh85007198;close
4159886-6;sh85008534;close
4064096-6;sh89003164;close
4059150-5;sh85011718;close
4065930-6;sh89003131;close
4189844-8;sh85078780;close
4132641-6;sh85076655;close
4128281-4;sh85055893;close
4007684-2;sh85015592;close
4013650-4;sh85021634;close
4163865-7;sh85023774;close
4168307-9;sh85110842;close
4194742-3;sh85025028;close
4148249-9;sh85029347;close
4356550-5;sh85012724;close
4157293-2;sh85031231;close
4133394-9;sh85036352;close
4191259-7;sh85139056;close
4012492-7;sh85038477;close
4030005-5;sh85021103;close
4181501-4;sh85025858;close
4136796-0;sh85023550;close
4152509-7;sh85044398;close
4164056-1;sh85101781;close
4020578-2;sh85017225;close
4068272-9;sh89003100;close
4541380-0;sh85054172;close
4021799-1;sh85056204;close
4174544-9;sh85101136;close
4033206-8;sh85034121;close
4050453-0;sh85114860;close
4003655-8;sh89000517;close
4285581-0;sh85074962;close
4120433-5;sh85061658;close
4180056-4;sh85118258;close
4463787-1;sh85034883;close
4017688-5;sh85001323;close
4114460-0;sh85076401;close
4069758-7;sh85001779;close
4132226-5;sh85042669;close
4168706-1;sh85080133;close
4117225-5;sh85005275;close
4002528-7;sh85006349;close
4137661-4;sh89000761;close
4152445-7;sh85144372;close
4124453-9;sh85008973;close
4315383-5;sh85049112;close
4354672-9;sh85017214;close
4335579-1;sh85011979;close
4006537-6;sh85012832;close
4006854-7;sh85014220;close
4215080-2;sh85012824;close
4219521-4;sh85079889;close
4487756-0;sh85146989;close
4154567-9;sh85016061;close
4189892-8;sh85103639;close
4190780-2;sh85016795;close
4146889-2;sh85094182;close
4371882-6;sh85094185;close
4165270-8;sh85104503;close
4032937-9;sh85011560;close
4234501-7;sh86000484;close
4147369-3;sh85020578;close
4125789-3;sh85062931;close
4177125-4;sh85059793;close
4164533-9;sh85027336;close
4043231-2;sh85094310;close
4247434-6;sh85111086;close
4151503-1;sh85111071;close
4423595-1;sh85111034;close
4781219-9;sh85001506;close
4187833-4;sh85136782;close
4190972-0;sh91004051;close
4434575-6;sh85035223;close
4164225-9;sh85027082;close
4561833-1;sh85010382;close
4162261-3;sh85067709;close
4144277-5;sh85028876;close
4000847-2;sh85002557;close
4424078-8;sh85070232;close
4059318-6;sh85098356;close
4135605-6;sh85127793;close
4059219-4;sh85000596;close
4171746-6;sh85092324;close
4016993-5;sh85048492;close
4159178-1;sh85058867;close
4164733-6;sh85028694;close
4014237-1;sh85042101;close
4002073-3;sh85005306;close
4006888-2;sh85014250;close
4113195-2;sh85018532;close
4181740-0;sh85124492;close
4009852-7;sh85023002;close
4138530-5;sh85092951;close
4010153-8;sh85025334;close
4212943-6;sh85028443;close
4133953-8;sh85032243;close
4189308-6;sh85145583;close
4154759-7;sh85002710;close
4010668-8;n92062232;close
4165861-9;sh2008122899;close
4070262-5;sh85036465;close
4165393-2;sh85044956;close
4260997-5;sh85103065;close
4225722-0;sh85035852;close
4122915-0;sh85037930;close
4125154-4;sh85076892;close
4174941-8;sh85049390;close
4054868-5;sh85088499;close
4131147-4;sh88001584;close
4252194-4;sh91001590;close
4014626-1;sh85042950;close
4174353-2;sh85101100;close
4067689-4;sh85092221;close
4406428-7;sh85139485;close
4273441-1;sh85076893;close
4154843-7;sh85049422;close
4154859-0;sh85049443;close
4020997-0;sh85051054;close
4185439-1;sh85139618;close
4017981-3;sh85050918;close
4157374-2;sh85057353;close
4162277-7;sh85067771;close
4258510-7;sh85070574;close
4137641-9;sh85070178;close
4189083-8;sh85144913;close
4165832-2;sh85073327;close
4165837-1;sh85073328;close
4033922-1;sh85073626;close
4273318-2;sh85000476;close
4034613-4;sh85074800;close
4343564-6;sh85076932;close
4038177-8;sh85082775;close
4139345-4;sh85083981;close
4154761-5;sh85084359;close
4128077-5;sh85041854;close
4121617-9;sh90004016;close
4191490-9;sh85125404;close
4179359-6;sh85125376;close
4042096-6;sh85092328;close
4047990-0;sh85109465;close
4023422-8;sh85029505;close
4183724-1;sh85128535;close
4465297-5;sh85123684;close
4173651-5;sh85099384;close
4146234-8;sh85039559;close
4013318-7;sh85101258;close
4195384-8;sh85072533;close
4174506-1;sh85101377;close
4183014-3;sh85017762;close
4015590-0;sh85049187;close
4140181-5;sh85118622;close
4229250-5;sh85002667;close
4219551-2;sh85010114;close
4143607-6;sh85106216;close
4013083-6;sh85106531;close
4013113-0;sh85106532;close
4016899-2;sh85080664;close
4054609-3;sh85081905;close
4128291-7;sh85100419;close
4047925-0;sh85109347;close
4218835-0;sh85111278;close
4174550-4;sh85101401;close
4021239-7;sh85041638;close
4133182-5;sh85112207;close
4075298-7;sh85041862;close
4176815-2;sh85110599;close
4126525-7;sh85144906;close
4432839-4;sh85124369;close
4074024-9;sh85074787;close
4046265-1;sh85103083;close
4126077-6;sh85001318;close
4056987-1;sh85127551;close
4178736-5;sh85125274;close
4127872-0;n92022754;close
4132140-6;sh85100646;close
4167310-4;sh85106013;close
4041983-6;sh85091220;close
4186459-1;sh85138733;close
4192978-0;sh85053232;close
4263633-4;sh85145873;close
4125795-9;sh2003005414;close
4152975-3;sh85038364;close
4798561-6;sh85011767;close
4160711-9;sh85062722;close
4030375-5;sh85019571;close
4133862-5;sh85144807;close
4183649-2;sh85022651;close
4375581-1;sh85089943;close
4210298-4;sh89000168;close
4025677-7;sh85147931;close
4238120-4;sh85106983;close
4163477-9;sh85025505;close
4153288-0;sh85045070;close
4210454-3;sh85046030;close
4133395-0;sh85046052;close
4153322-7;sh85046255;close
4137271-2;sh85044033;close
4159116-1;sh85058929;close
4124949-5;sh85064740;close
4163998-4;sh85074196;close
4049386-6;sh85074576;close
4206288-3;sh85095617;close
4185946-7;sh85136883;close
4037744-1;sh85081667;close
4161809-9;sh89002731;close
4132883-8;sh85123980;close
4172314-4;sh85051044;close
4166946-0;sh85094814;close
4173188-8;sh85097492;close
4155675-6;sh85052324;close
4187232-0;sh85025841;close
4299983-2;sh85143317;close
4017270-3;sh89003110;close
4268209-5;sh85111777;close
4130015-4;sh85113812;close
4295497-6;sh85149542;close
4135477-1;sh85120304;close
4183930-4;sh85129554;close
4235048-7;sh85142757;close
4265083-5;sh85143718;close
4468439-3;sh85022321;close
4197472-4;sh90006168;close
4156658-0;sh85053953;close
4563526-2;sh85145137;close
4172460-4;sh85009756;close
4134877-1;sh85126301;close
4177611-2;sh85136249;close
4380970-4;sh97003312;close
4195108-6;sh85065453;close
4225303-2;sh85066714;close
4033619-0;sh85073441;close
4266865-7;sh85073535;close
4033945-2;sh85073798;close
4060731-8;sh85077475;close
4070285-6;sh85036673;close
4352519-2;sh85075597;close
4419441-9;sh85137032;close
4262660-2;sh85084371;close
4138610-3;sh85083204;close
4169568-9;sh85084098;close
4605329-3;sh85089927;close
4275777-0;sh85121604;close
4009855-2;sh85039795;close
4017661-7;sh85119352;close
4318646-4;sh85011880;close
4581260-3;sh85031987;close
4043047-9;sh85032015;close
4005689-2;sh85087819;close
4352374-2;sh85135349;close
4304221-1;sh85059262;close
4233933-9;sh85136278;close
4068013-7;sh85030823;close
4170903-2;sh85082111;close
4020167-3;sh85032221;close
4154469-9;sh85048682;close
4209145-7;sh85039516;close
4252219-5;sh85035427;close
4372025-0;sh85035505;close
4259612-9;sh85005243;close
4070860-3;sh85036220;close
4166581-8;sh95003194;close
4063254-4;sh95003194;close
4134108-9;sh85037024;close
4137732-1;sh85037155;close
4153535-2;sh85037160;close
4052417-6;sh85015162;close
4070874-3;sh85040810;close
4070487-7;sh85038099;close
4563836-6;sh91000162;close
4157951-3;sh85038593;close
4073444-4;sh85025550;close
4398815-5;sh85041366;close
4373346-3;sh85077807;close
4140245-5;sh85136214;close
4165458-4;sh85053423;close
4387933-0;sh85075332;close
4397453-3;sh99001229;close
4138086-1;sh85039547;close
4189091-7;sh85060175;close
4160640-1;sh85061955;close
4230509-3;sh85149066;close
4075365-7;sh85091691;close
4172022-2;sh85127314;close
4115412-5;sh85095004;close
4132042-6;sh85097351;close
4697812-4;sh85079253;close
4173557-2;sh85098772;close
4693023-1;sh85033560;close
4278398-7;sh85098887;close
4037217-0;sh85096659;close
4174274-6;sh85100834;close
4045902-0;sh85101187;close
4818975-3;sh2007100943;close
4121737-8;sh85107196;close
4208999-2;sh85110581;close
4176988-0;sh85111472;close
4127706-5;sh85076911;close
4154680-5;sh85112300;close
4049354-4;sh85041985;close
4127545-7;sh85112765;close
4240300-5;sh85062845;close
4075236-7;sh85090254;close
4178821-7;sh85116231;close
4170008-9;sh85144670;close
4319324-9;sh85116826;close
4124136-8;sh85118184;close
4352774-7;sh85090241;close
4076231-2;sh85104446;close
4014606-6;sh85124014;close
4127982-7;sh85136511;close
4116489-1;sh85090122;close
4077491-0;sh85123385;close
4129201-7;sh85032921;close
4470353-3;sh00006448;close
4181732-1;n80008794;close
4812156-3;sh85139632;close
4077618-9;sh85124077;close
4113769-3;sh85016278;close
4139386-7;sh85036020;close
4167552-6;sh85076444;close
4114660-8;sh85089345;close
4211521-8;sh85039509;close
4158980-4;sh85028962;close
4141736-7;sh85128230;close
4234285-5;sh85002261;close
4146479-5;sh85003271;close
4191430-2;sh85093466;close
4050383-5;sh85050250;close
4142633-2;sh85005559;close
4005988-1;sh85065914;close
4235275-7;sh85086790;close
4159071-5;sh85058718;close
4180671-2;sh85008554;close
4137265-7;sh85067038;close
4006005-6;sh85121315;close
4253273-5;sh85009782;close
4311637-1;sh85143214;close
4272560-4;sh85011599;close
4152437-8;sh85037347;close
4039168-1;sh85075554;close
4142880-8;sh85042917;close
4003167-6;sh85082978;close
4213085-2;sh85008494;close
4190663-9;sh85021648;close
4121543-6;sh85109439;close
4113973-2;sh85038765;close
4130624-7;sh97001642;close
4071623-5;sh85093782;close
4010162-9;sh85025391;close
4122099-7;sh85062849;close
4456325-5;sh85113301;close
4022201-9;sh85146575;close
4063180-1;sh85067049;close
4167060-7;sh85066972;close
4164875-4;sh85029357;close
4018062-1;sh85051526;close
4253342-9;sh86003095;close
4154413-4;sh85132815;close
4197602-2;sh85127515;close
4054315-8;sh85032557;close
4054315-8;sh85115383;close
4148933-0;sh85035995;close
4134249-5;sh85093834;close
4146092-3;sh85014978;close
4150505-0;sh85001015;close
4172246-2;sh85115871;close
4113466-7;sh85023127;close
4121189-3;sh85023125;close
4152345-3;sh85044093;close
4369671-5;sh85129010;close
7568883-9;sh85139039;close
4307493-5;sh85145726;close
4153423-2;sh85106288;close
4329370-0;sh85000046;close
4208513-5;sh85021566;close
4009265-3;sh85028984;close
4016362-3;sh85046967;close
4426054-4;sh85070553;close
4125641-4;sh85022119;close
4120688-5;sh85079404;close
4071432-9;sh85086757;close
4124312-2;sh85135190;close
4188213-1;sh85143144;close
4137300-5;sh86005031;close
4127195-6;sh85025179;close
4781829-3;sh85002064;close
4112594-0;sh85007388;close
4144166-7;sh85011715;close
4123515-0;sh85025070;close
4378813-0;sh97005743;close
4143859-0;sh85017709;close
4053460-1;sh85057754;close
4132003-7;sh85122862;close
4146695-0;sh85017119;close
4129511-0;n84803567;close
4156602-6;sh2011003904;close
4137639-0;sh85145859;close
4236345-7;sh85065036;close
4159489-7;sh85059979;close
4424876-3;sh85119765;close
4335198-0;sh85068396;close
4203886-8;sh85072751;close
4356259-0;sh85073920;close
4034117-3;sh85073990;close
4155287-8;sh85046547;close
4133638-0;sh85074644;close
4039902-3;sh85086875;close
4171235-3;sh85090176;close
4215177-6;sh85128546;close
4173183-9;sh85097482;close
4058487-2;sh85122772;close
4009213-6;sh85099365;close
4173796-9;sh2006000166;close
4161557-8;sh85065705;close
4146698-6;sh85017114;close
4164259-4;sh85108032;close
4196248-5;sh85061628;close
4054490-4;sh85053766;close
4060591-7;sh85136785;close
4128729-0;sh85107027;close
4336281-3;sh88000538;close
4161643-1;sh85104876;close
4115520-8;sh85098917;close
4253919-5;sh85107138;close
4146100-9;sh85106204;close
4334239-5;sh85106441;close
4246587-4;sh85107207;close
4175824-9;sh85107244;close
4176584-9;sh85109437;close
4126461-7;sh85145547;close
4163950-9;sh85025743;close
4015261-3;sh85113239;close
4041189-8;sh85025135;close
4197898-5;sh85134653;close
4367218-8;sh85122308;close
4139514-1;sh85056231;close
4013840-9;sh85122746;close
4179585-4;sh85121597;close
4242927-4;sh85090733;close
4220631-5;sh85090868;close
4042391-8;sh85092085;close
4133335-4;sh85094211;close
4821939-3;sh85082484;close
4047840-3;sh85105959;close
4221617-5;sh2001012575;close
4114641-4;n91038193;close
4454356-6;sh85148652;close
4180595-1;sh85123065;close
4148823-4;sh97001518;close
4184315-0;sh85131825;close
4134003-6;sh85128307;close
4183059-3;sh85011594;close
4059729-5;sh85134626;close
4038979-0;sh2008107723;close
4121802-4;sh85136975;close
4409779-7;sh85022893;close
4150846-4;sh85092916;close
4180141-6;sh85141704;close
4312928-6;sh85087446;close
4179194-0;sh85127769;close
4444427-8;sh85000988;close
4264445-8;sh85003828;close
4123293-8;sh85110884;close
4416509-2;sh85010554;close
4216468-0;sh85121539;close
4253278-4;sh85013089;close
4253281-4;sh85013440;close
4144349-4;sh85076559;close
4280161-8;sh91002927;close
4246280-0;sh85018399;close
4143017-7;sh85016233;close
4197216-8;sh85019816;close
4188409-7;sh85143897;close
4125128-3;sh85053350;close
4149026-5;sh85021939;close
4096714-1;sh85027634;close
4115421-6;sh85037974;close
4168131-9;sh85077994;close
4150980-8;sh85040649;close
4169315-2;sh85088356;close
4010085-6;sh85025042;close
4272352-8;sh85136763;close
4152219-9;sh85043124;close
4160833-1;sh85044488;close
4162017-3;sh85108396;close
4219655-3;sh85045469;close
4167842-4;sh85077489;close
4262252-9;sh85147673;close
4039249-1;sh85084969;close
4140299-6;sh85122934;close
4004812-3;sh85026338;close
4114593-8;sh85067150;close
4114595-1;sh85067152;close
4156823-0;sh85070926;close
4036411-2;sh85079185;close
4154753-6;sh85002983;close
4056138-0;sh85126423;close
4002494-5;sh85006132;close
4142990-4;sh85007108;close
4149008-3;sh85036493;close
4165804-8;sh89006653;close
4139316-8;sh85045957;close
4129509-2;sh85067151;close
4292011-5;sh85103166;close
4047464-1;sh85107397;close
4178310-4;sh85148730;close
4740654-9;sh85003003;close
4060847-5;sh85137428;close
4121946-6;sh85149784;close
4124379-1;sh85142461;close
4249442-4;sh85018105;close
7603508-6;sh85022761;close
4154693-3;sh85077366;close
4180419-3;sh85095577;close
4056397-2;sh85101539;close
4175869-9;sh85107330;close
4132511-4;sh85000623;close
4022355-3;sh85074355;close
4127531-7;sh85111745;close
4022355-3;sh85111757;close
4258068-7;sh85111259;close
4133996-4;sh85118683;close
4217828-9;sh85013495;close
4037305-8;sh85080404;close
4437313-2;sh85007993;close
4075102-8;sh85081390;close
4156034-6;sh85053323;close
4408888-7;sh85082488;close
4192596-8;sh85092771;close
4169987-7;sh85085419;close
4614122-4;sh85005600;close
4040054-2;sh85086834;close
4163466-4;sh2008109032;close
4132486-9;sh85094871;close
4131743-9;sh85089472;close
4125700-5;sh85089829;close
4175416-5;sh85098499;close
4171838-0;sh85053953;close
4140907-3;sh85099135;close
4242474-4;sh85129481;close
4174905-4;sh85103443;close
4046401-5;sh85103571;close
4262550-6;sh85035398;close
4129503-1;sh85104354;close
4016418-4;sh85047060;close
4006291-0;sh85104918;close
4034229-3;sh85115926;close
4046887-2;sh85105476;close
4306987-3;sh85097963;close
4163495-0;sh85109167;close
4157268-3;sh85070768;close
4011058-8;sh85077863;close
4381644-7;sh85109239;close
4210785-4;sh85077872;close
4173893-7;sh85077878;close
4156807-2;sh85106622;close
4262674-2;sh85106609;close
4063129-1;sh85136909;close
4032592-1;sh85033194;close
4136668-2;sh85113526;close
4036241-3;sh85144633;close
4131720-8;sh85098224;close
4287108-6;sh85032213;close
4135136-8;sh85107202;close
4059092-6;sh85023579;close
4183273-5;sh85092063;close
4145244-6;sh85013873;close
4175505-4;sh85101510;close
4049481-0;sh85110243;close
4148042-9;sh85026073;close
4189193-4;sh85026514;close
4049271-0;sh85032099;close
4147342-5;sh85020266;close
4542439-1;sh85145425;close
4328190-4;sh85020861;close
4150195-0;sh85038453;close
4150370-3;sh85038782;close
4012737-0;sh85039075;close
4461960-1;sh85070320;close
4152545-0;sh85044462;close
4014841-5;sh85038366;close
4129188-8;sh85147346;close
4254397-6;sh85005580;close
4234264-8;sh85147544;close
7536890-0;sh85147677;close
4837079-4;sh85048444;close
4166022-5;sh85008167;close
4367805-1;sh85008166;close
4140766-0;sh85049099;close
4034948-2;sh85077754;close
4047354-5;sh85107215;close
4154973-9;sh85050405;close
4192344-3;sh85097857;close
4155837-6;sh85052868;close
4772456-0;sh85053167;close
4157318-3;sh85054788;close
4156741-9;sh85054192;close
4157633-0;sh85055294;close
4122180-1;sh85055814;close
4157923-9;sh85055955;close
4113776-0;sh85056115;close
4133215-5;sh85092579;close
4022763-7;sh85058203;close
4113825-9;sh85058288;close
4159595-6;sh2004003318;close
4240086-7;sh85061051;close
4014106-8;sh85061326;close
4398805-2;sh85062486;close
4186634-4;sh85049168;close
4053449-2;sh85118423;close
4020650-6;sh85065782;close
4071487-1;sh85070849;close
4030214-3;sh85071904;close
4097879-5;sh85072208;close
4329401-7;sh85114712;close
4008048-1;sh85076947;close
4066796-0;sh85062639;close
4634295-3;sh85078149;close
4136073-4;sh85078942;close
4061083-4;sh85035334;close
4234424-4;sh85133140;close
4067708-4;sh85147164;close
4059536-5;sh85134115;close
4106188-3;sh85134175;close
4012627-4;sh85134687;close
4092826-3;sh85054256;close
4187820-6;sh85024620;close
4165522-9;sh85137017;close
4168253-1;sh85001364;close
4168241-5;sh85001362;close
4154763-9;sh85001366;close
4002567-6;sh90004091;close
4158971-3;sh85080652;close
4034217-7;sh85002338;close
4211385-4;sh85085067;close
4002587-1;sh85148176;close
4254185-2;sh85139018;close
4126541-5;sh85072708;close
4382438-9;sh85123141;close
7645408-3;sh85072574;close
4018398-1;sh85087623;close
4131171-1;sh85126384;close
4162096-3;sh85046505;close
4199870-4;sh85075586;close
4417148-1;sh85145231;close
4182764-8;sh85026295;close
4188404-8;sh85012698;close
4128085-4;sh85143908;close
4197155-3;sh85142428;close
4191442-9;sh85137177;close
4491371-0;sh85062528;close
4159058-2;sh85058652;close
7594566-6;sh85116649;close
4105272-9;sh85117018;close
4129772-6;sh85076841;close
4178883-7;sh85117788;close
4051230-7;sh85117794;close
4132065-7;sh85104456;close
4136331-0;sh85109076;close
4134292-6;sh85034101;close
4269633-1;sh85014890;close
4269633-1;sh85146938;close
4178624-5;sh85012865;close
4565066-4;sh90004070;close
4386066-7;sh85107098;close
4130029-4;sh85129292;close
4064237-9;sh85007336;close
4062546-1;sh85008779;close
4061707-5;sh85066827;close
4195366-6;sh85015475;close
4143943-0;sh85011199;close
4191610-4;sh85064144;close
4116594-9;sh85139645;close
4120823-7;sh85009487;close
4201794-4;sh85029077;close
4001276-1;sh85127312;close
4013646-2;sh85005513;close
4292526-5;sh85031653;close
4603736-6;sh85002299;close
4144819-4;sh85006084;close
4247756-6;sh89000062;close
4125771-6;sh85108810;close
4120617-4;sh85033867;close
4113335-3;sh85038725;close
4007981-8;sh85007458;close
4257812-7;sh85037143;close
4166120-5;sh85032366;close
4032134-4;sh85018278;close
4140863-9;sh85132837;close
4127588-3;sh85017606;close
4000232-9;sh85037049;close
4003783-6;sh85036140;close
4043153-8;sh85036141;close
4019969-1;sh85029220;close
4149766-1;sh85076432;close
4002657-7;sh85073682;close
4012539-7;sh85038578;close
4150311-9;sh85038584;close
4191492-2;sh85054895;close
4170171-9;sh85039237;close
4012744-8;sh85132863;close
4006083-4;sh85089814;close
4162082-3;sh85073709;close
4027451-2;sh85067266;close
4140394-0;sh85125941;close
4020041-3;sh88001829;close
4052105-9;sh85066135;close
4006670-8;sh85041128;close
4222250-3;sh85015501;close
4061949-7;sh85044149;close
4128220-6;sh85123906;close
4204029-2;sh85044208;close
4139137-8;sh85018300;close
4015696-5;sh85045627;close
4226850-3;sh85037040;close
4192847-7;sh85147528;close
4154341-5;sh85129532;close
4017208-9;sh85048273;close
4132737-8;sh85049291;close
4156429-7;sh85049292;close
4175897-3;sh85080350;close
4214154-0;sh85017607;close
4121590-4;sh85114200;close
4136800-9;sh85080353;close
4023717-5;sh85061703;close
4061949-7;sh85065955;close
4120486-4;sh85066117;close
4027208-4;sh85066745;close
4180816-2;sh85119800;close
4117678-9;sh85062608;close
4247927-7;sh85128372;close
4036239-5;sh85073678;close
4045090-9;sh85029274;close
4019567-3;sh85037207;close
4156163-6;sh85086431;close
4051276-9;sh85116434;close
4189054-1;sh85031705;close
4242525-6;sh85123160;close
4190478-3;sh85098898;close
4014359-4;sh85042329;close
4173172-4;sh85097406;close
4576268-5;sh85098242;close
4357469-5;sh87000371;close
4432586-1;sh85099263;close
4120677-0;sh85076763;close
4045287-6;sh85100169;close
4002473-8;sh85100606;close
4174269-2;sh85100811;close
4196419-6;sh85137121;close
4153496-7;sh85102696;close
4239913-0;sh85132832;close
4260547-7;sh85102642;close
4188489-9;sh85047536;close
4057455-6;sh85048601;close
4115601-8;sh85105080;close
4376625-0;sh85083971;close
4192763-1;sh2006004430;close
4176839-5;sh85110357;close
4376305-4;sh85112903;close
4136887-3;sh85089061;close
4127492-1;sh85001281;close
4133094-8;sh85113626;close
4178027-9;sh85113711;close
4135128-9;sh85117175;close
4184406-3;sh85132325;close
4181615-8;sh85122229;close
4274032-0;sh85020023;close
4129243-1;sh85108985;close
4000493-4;sh85000861;close
4276083-5;sh85003026;close
4143280-0;sh85009065;close
4143281-2;sh85009069;close
4202642-8;sh85009078;close
4140481-6;sh85104599;close
4132038-4;sh85146547;close
4348638-1;sh85018394;close
4577571-0;sh85027726;close
4130462-7;sh85055375;close
4113278-6;sh99002022;close
4145433-9;sh86004405;close
4141825-6;sh85003376;close
4144865-0;sh85122412;close
4027561-9;sh85065875;close
4154398-1;sh85047722;close
4113559-3;sh85041689;close
4018039-6;sh85085415;close
4302201-7;sh85128521;close
4267405-0;sh85095177;close
4733354-6;sh85063947;close
4206366-8;sh85103076;close
4191710-8;sh85073437;close
4250260-3;sh85013224;close
4088896-4;sh85102449;close
4243562-6;sh85129140;close
4273553-1;sh85012768;close
4208414-3;sh85095178;close
4305639-8;sh85079314;close
4124418-7;sh85059780;close
4578788-8;sh85093553;close
4122751-7;sh85118098;close
4169888-5;sh85095904;close
4136381-4;sh85103582;close
4615395-0;sh85115307;close
4388509-3;sh85117309;close
4233299-0;sh85117602;close
4222036-1;sh85130551;close
4041356-1;sh85090266;close
4186338-0;sh85138121;close
4140261-3;sh85135357;close
4032690-1;sh90002778;close
4038893-1;sh85084121;close
4229320-0;sh85020197;close
4190411-4;sh85149003;close
4190861-2;sh85149852;close
4180275-5;sh85002692;close
4293034-0;sh85000357;close
4167984-2;sh85076761;close
4054836-3;sh2008118145;close
4003873-7;sh85115968;close
4069715-0;sh85003677;close
4493294-7;sh85082034;close
4177077-8;sh85112369;close
4019907-1;sh85048325;close
4143197-2;sh85008518;close
4016074-9;sh85046619;close
4138191-9;sh85083755;close
4182805-7;sh85084157;close
4125915-4;sh85084296;close
4188265-9;sh85084304;close
4315580-7;sh91005975;close
4039411-6;sh87001172;close
4169007-2;sh85079323;close
4040098-0;sh85086963;close
4175335-5;sh85141382;close
4170881-7;sh85089125;close
4040983-1;sh85089197;close
4138283-3;sh85040190;close
4147467-3;sh85092060;close
4042724-9;sh85092154;close
4020573-3;sh85095395;close
4216379-1;sh85005775;close
4137343-1;sh85089948;close
4032937-9;sh85033865;close
4189310-4;sh85022628;close
4151506-7;sh85111077;close
4176391-9;sh85093534;close
4198176-5;sh85128387;close
4161926-2;sh85014273;close
4156556-3;sh85026301;close
4282885-5;sh85028750;close
4315188-7;sh85058643;close
4300407-6;sh85000912;close
4016280-1;sh85122104;close
4127058-7;sh85141706;close
4034407-1;sh85002298;close
4010520-9;sh85031519;close
4003557-8;sh85031645;close
4278885-7;sh85058716;close
4216642-1;sh86003056;close
4134685-3;sh85112043;close
4073845-0;sh85034449;close
4114550-1;sh85032108;close
4681036-5;sh85032091;close
4061208-9;sh2006008680;close
4528803-3;sh85134798;close
4150879-8;sh85049289;close
4163770-7;sh95010355;close
4190074-1;sh85040838;close
4485759-7;sh85117479;close
4055912-9;sh85124085;close
4123183-1;sh85047068;close
4485642-8;sh85088492;close
4018422-5;sh85032897;close
4114047-3;sh85067714;close
4341528-3;sh85046507;close
4003834-8;sh85136748;close
4016414-7;sh85047036;close
4503339-0;sh88005930;close
4192663-8;sh85124443;close
4007420-1;sh85124360;close
4127686-3;sh85036048;close
4061884-5;sh85139575;close
4169242-1;sh85126312;close
4187748-2;sh85004713;close
4280344-5;sh85042801;close
4077791-1;sh85040844;close
4418630-7;sh96008045;close
4472497-4;sh85071723;close
