sourcenotation;targetnotation;type
4205880-6;796.33463;close
4205883-1;794.17;broad
4205884-3;614.593427;broad
4205885-5;2--494723;broad
4205888-0;741.23;close
4205889-2;598.65;broad
4205891-0;620.0045;related
4205892-2;782.532;broad
4205895-8;617.675;broad
4205897-1;581.636;broad
4205897-1;633.82;close
4205898-3;617.5810592;broad
4205899-5;616.32;broad
4205900-8;615.72;broad
4205900-8;616.200461;related
4205903-3;796.042;broad
4205904-5;573.76;broad
4205905-7;614.5997;broad
4205905-7;617.732044;close
4205907-0;623.865;broad
4205908-2;004.015113;broad
4205909-4;739.23;broad
4205913-6;782.3;broad
4205916-1;338.83;broad
4205917-3;355.64;close
4205922-7;621.197;broad
4205923-9;621.406;related
4205924-0;621.811;broad
4205930-6;368.0065;broad
4205934-3;515.7222;broad
4205937-9;005.52;broad
4205938-0;519.5;broad
4205939-2;431.520285;broad
4205942-2;332.1;broad
4205947-1;368.384;related
4205948-3;155.232;broad
4205948-3;302.12;related
4205970-7;830.794346;broad
4205974-4;388.3;broad
4205975-6;302.3072;close
4205976-8;580.14;close
4205979-3;203;related
4205981-1;573.8828;close
4205981-1;611.84;broad
4205981-1;612.843;close
4205981-1;612.819;broad
4205982-3;658.4038011;related
4205984-7;391.2;broad
4205985-9;414.6;broad
4205986-0;657.3;broad
4205987-2;346.4306626;close
4205988-4;786.7419;broad
4205990-2;571.9;close
4205990-2;616.07;broad
4205992-6;616.129;broad
4206012-6;550.285;broad
4206015-1;551.792;broad
4206016-3;725.15;close
4206018-7;332.6;broad
4206019-9;368.384;related
4206021-7;333.9539;related
4206022-9;662.6692;close
4206023-0;635.93329;broad
4206037-0;2--142;broad
4206037-0;551.423;close
4206037-0;910.9142;broad
4206046-1;796.93092;broad
4206047-3;799.259322;close
4206048-5;751.73;broad
4206051-5;363.1;related
4206051-5;615.9;broad
4206051-5;616.994071;related
4206057-6;738.209433138;broad
4206066-7;538.6;broad
4206079-5;203.7;broad
4206082-5;361.2;broad
4206090-4;321.6;broad
4206091-6;739.512;broad
4206095-3;355.31;close
4206096-5;355.31;broad
4206097-7;621.93;related
4206098-9;621.384192;broad
4206098-9;006.24;close
4206099-0;617.5547;broad
4206101-5;005.432;broad
4206102-7;786.74;broad
4206103-9;2--494728;broad
4206104-0;627.12;broad
4206105-2;771.31;broad
4206141-6;571.655;broad
4206142-8;616.1207575;broad
4206144-1;616.1207575;broad
4206145-3;616.1207575;close
4206217-2;615.82083;broad
4206218-4;658.53;broad
4206219-6;651.504261;broad
4206220-2;621.3981;broad
4206221-4;005.7565;broad
4206222-6;005.7565;broad
4206223-8;616.047;related
4206226-3;553.87;broad
4206230-5;657;broad
4206231-7;331.1142028553;broad
4206232-9;612.822;broad
4206232-9;617.71547;related
4206233-0;332.6;broad
4206235-4;618.928914;broad
4206242-1;616.51;broad
4206251-2;305.8963374;broad
4206275-5;354.3435;broad
4206275-5;363.7396;close
4206275-5;628.55;broad
4206283-4;332.632283;broad
4206284-6;200.19;related
4206284-6;204;broad
4206287-1;519.53;broad
4206288-3;490;broad
4206289-5;629.133134;broad
4206290-1;005.54;broad
4206291-3;231.76;broad
4206292-5;204.47;broad
4206296-2;616.33014;broad
4206328-0;616.07560284;broad
4206330-9;624.17;broad
4206330-9;620.0044;related
4206332-2;745.67;broad
4206333-4;671.35;broad
4206343-7;725.9;broad
4206343-7;731.724;close
4206343-7;714;broad
4206345-0;637.3;broad
4206346-2;641.365;related
4206346-2;664.93;broad
4206348-6;641.71;related
4206348-6;664.68;close
4206349-8;641.71;broad
4206350-4;620.28;related
4206357-7;1--0834;broad
4206358-9;1--0834;broad
4206360-7;1--0832;broad
4206363-2;551.576;broad
4206368-1;621.3824;broad
4206388-7;2--4351;broad
4206407-7;636.0845;broad
4206408-9;595.79;broad
4206409-0;615.72;broad
4206416-8;332.0151;broad
4206418-1;617.75;close
4206418-1;618.9209775;broad
4206421-1;359.31;broad
4206424-7;359.984;broad
4206425-9;359.83;broad
4206426-0;359.82517;broad
4206427-2;359.82517;broad
4206429-6;359.8;broad
4206430-2;359.83;broad
4206431-4;359.8;broad
4206433-8;621.867;broad
4206435-1;647.95;broad
4206438-7;640.92;broad
4206439-9;621.367;broad
4206441-7;636.7559;broad
4206442-9;782.1;broad
4206447-8;641.815;broad
4206447-8;641.865;related
4206447-8;664.752;broad
4206449-1;636.9322;broad
4206450-8;332.041;broad
4206452-1;737.4;broad
4206454-5;623.7465;broad
4206455-7;623.7465;broad
4206462-4;736.5;broad
4206466-1;516.352;broad
4206468-5;516.36;broad
4206471-5;005.133;broad
4206474-0;657.8333042;related
4206475-2;657.8333042;related
4206476-4;617.4830592;broad
4206477-6;203.4;broad
4206484-3;573.78356;broad
4206484-3;611.72;close
4206485-5;005.265;broad
4206486-7;005.7565;broad
4206488-0;658.404028553;broad
4206489-2;615.71;related
4206489-2;615.784;broad
4206490-9;646.11;broad
4206491-0;956.94054;broad
4206492-2;610.73;broad
4206494-6;512.5;broad
4206495-8;372.242;broad
4206497-1;731.45;broad
4206536-7;621.3742;broad
4206538-0;633.145;close
4206569-0;551.41;broad
4206570-7;658.154;broad
4206573-2;225.66;broad
4206573-2;220.66;related
4206574-4;371.826918;broad
4206574-4;791.3071;close
4206575-6;334;broad
4206579-3;910.46;broad
4206590-2;949.60387;exact
4206592-6;330.1552;broad
4206595-1;629.246;broad
4206595-1;625.25;related
4206597-5;621.381046;related
4206597-5;671.5;broad
4206598-7;660.28422;broad
4206599-9;621.833;broad
4206600-1;624.1774;broad
4206601-3;388.13;broad
4206602-5;629.2504;broad
4206603-7;671.529;broad
4206604-9;621.46;related
4206605-0;667.9;broad
4206606-2;621.98;broad
4206607-4;621.833;broad
4206608-6;624.1826;broad
4206611-6;415;broad
4206614-1;624.183412;broad
4206614-1;693.542;related
4206616-5;664.02;broad
4206616-5;679.7;related
4206617-7;621.31934;broad
4206618-9;621.833;broad
4206619-0;623.87;broad
4206620-7;388.122;broad
4206621-9;613.706;broad
4206622-0;621.825;broad
4206625-6;583.69;broad
4206626-8;583.69;broad
4206628-1;620.136;broad
4206631-1;796.426;broad
4206633-5;338.5;related
4206634-7;339;broad
4206638-4;2--1821;close
4206642-6;786.7419;broad
4206643-8;786.7419;broad
4206645-1;786.7419;broad
4206646-3;786.7419;broad
4206647-5;595.775;broad
4206648-7;382.45669725;broad
4206650-5;616.0756;broad
4206653-0;551.518;broad
4206659-1;363.14;related
4206679-7;346.0469549;broad
4206682-7;778.72;broad
4206683-9;617.4770592;broad
4206684-0;617.4770592;broad
4206685-2;771.31;broad
4206687-6;515.732;broad
4206688-8;625.123;close
4206688-8;625.65;related
4206690-6;940.282;broad
4206691-8;362.1;related
4206691-8;614.44;broad
4206693-1;572.79;broad
4206698-0;334;broad
4206699-2;321.8043;broad
4206701-7;571.638;broad
4206702-9;515.243;broad
4206703-0;485.6;broad
4206704-2;485.6;broad
4206709-1;4--0143;broad
4206726-1;368.43009494;broad
4206752-2;615.6;broad
4206753-4;415;broad
4206754-6;612.12;related
4206754-6;616.07561;broad
4206755-8;612.17;broad
4206757-1;612.171;broad
4206757-1;615.71;related
4206758-3;615.711;related
4206760-1;415.0182;broad
4206762-5;516.35;broad
4206766-2;336.2009;related
4206767-4;371.82989;broad
4206768-6;615.5;broad
4206769-8;346.04840264;broad
4206770-4;346.0484;broad
4206771-6;634.5;broad
4206772-8;633.81;broad
4206774-1;639.11775;broad
4206774-1;799.259775;close
4206775-3;346.0469569;broad
4206777-7;3A--8;related
4206779-0;388.049;broad
4206780-7;343.09483;related
4206780-7;388.324;broad
4206781-9;658.87;broad
4206782-0;306.3613;close
4206784-4;511.52;broad
4206784-4;006.3;related
4206802-2;929.92;broad
4206803-4;624.16;broad
4206804-6;624.16;broad
4206805-8;571.844;broad
4206810-1;635.0711;close
4206814-9;671.32;broad
4206815-0;620.135;broad
4206816-2;622.3382;broad
4206817-4;621.84;broad
4206818-6;385.316;related
4206818-6;387.155;broad
4206818-6;388.041;related
4206818-6;388.3122;broad
4206819-8;388.3122;broad
4206822-8;616.99449059;broad
4206835-6;616.86;broad
4206838-1;615.85154071;close
4206842-3;571.84;broad
4206843-5;573.159;broad
4206889-7;515.354;close
4206898-8;635.65;broad
4206902-6;668.413;broad
4206903-8;620.1121;broad
4206906-3;597.694;broad
4206908-7;669.028;broad
4206910-5;363.1926;related
4206910-5;664.00289;broad
4206911-7;595.42;broad
4206912-9;572.86;broad
4206913-0;583.68;broad
4206914-2;583.68;broad
4206915-4;347.072;broad
4206916-6;415.5;broad
4206929-4;1--085;broad
4206933-6;659.111;related
4206934-8;415.5;broad
4206938-5;189.4;close
4206939-7;634.975;broad
4206940-3;595.775;broad
4206940-3;614.4324;related
4206945-2;621.3815;broad
4206948-8;346.029;broad
4206950-6;346.029;broad
4206953-1;368.4200943;broad
4206954-3;616.124;related
4206976-2;796.3232;broad
4206979-8;629.442;broad
4206981-6;306.872308691;close
4206982-8;615.761;broad
4206984-1;3A--5;broad
4206984-1;808.851;related
4206984-1;809.51;broad
4206986-5;579.5654;broad
4206986-5;664.001579;related
4206987-7;551.81;close
4206988-9;618.32;related
4206990-7;624;broad
4206992-0;620.11223;broad
4206996-8;635.933734;broad
4207073-9;391;broad
4207075-2;2--4945227;broad
4207077-6;572.756;broad
4207080-6;2--435974;broad
4207089-2;331.128;broad
4207089-2;331.702;related
4207089-2;371.425;broad
4207090-9;582.12;broad
4207110-0;792.8028092;close
4207118-5;929.97;broad
4207119-7;621.38485;broad
4207120-3;796.935;close
4207121-5;371.30281;broad
4207123-9;025.00285;broad
4207130-6;344.012592;broad
4207133-1;616.716;broad
4207134-3;748.8;broad
4207136-7;513.24;broad
4207138-0;615.7822;broad
4207161-6;515.724;broad
4207165-3;133.323;related
4207165-3;133.333;broad
4207168-9;262.9092;close
4207170-7;338.922;broad
4207172-0;615.32924;broad
4207176-8;771.31;broad
4207185-9;579.51785;broad
4207188-4;306.483;related
4207188-4;796.069;broad
4207189-6;519.233;broad
4207191-4;2--494786;broad
4207193-8;2--432147;broad
4207202-5;362.196202;broad
4207202-5;551.64;related
4207203-7;362.1982;broad
4207205-0;362.1982;broad
4207234-7;2--4947966;broad
4207239-6;305.839704897;close
4207262-1;210;close
4207266-9;621.3815284;broad
4207272-4;2--4127;exact
4207281-5;2--4947961;broad
4207285-2;616.462061;broad
4207291-8;338.76348;broad
4207293-1;624.172;broad
4207298-0;621.3815284;broad
4207300-5;025.04;broad
4207300-5;025.3132;close
4207301-7;025.524;broad
4207338-8;346.064;broad
4207343-1;657.8333;broad
4207345-5;613.714;broad
4207346-7;613.710284;broad
4207348-0;621.33;broad
4207350-9;346.43038;broad
4207365-0;621.3824;broad
4207370-4;344.012592;broad
4207372-8;571.976;broad
4207381-9;598.338;broad
4207382-0;598.338;broad
4207383-2;3C--374;broad
4207386-8;616.075;broad
4207396-0;796.8152;broad
4207397-2;796.8152;broad
4207399-6;796.8152;broad
4207401-0;796.8152;broad
4207403-4;796.8152;broad
4207404-6;796.8152;broad
4207405-8;796.8152;broad
4207407-1;796.8152;broad
4207410-1;686.22544536;broad
4207411-3;658.723;broad
4207413-7;579.2569;broad
4207413-7;616.99449019;related
4207415-0;571.936;close
4207415-0;611.01815;broad
4207416-2;571.936;broad
4207418-6;518;broad
4207420-4;617.960284;broad
4207421-6;616.99344;broad
4207422-8;676.32;broad
4207424-1;664.02852;broad
4207425-3;435.55;broad
4207426-5;595.429;broad
4207427-7;615.366;broad
4207428-9;306.483;related
4207428-9;338.43796;broad
4207428-9;796.0698;close
4207429-0;306.47;related
4207429-0;1--0681;broad
4207431-9;659;related
4207441-1;338.91;broad
4207442-3;338.18;broad
4207442-3;631.61;related
4207445-9;790.133;broad
4207450-2;511.332;broad
4207497-6;583.93;broad
4207498-8;594.38;broad
4207500-2;594.38;broad
4207501-4;539.758;broad
4207502-6;794.122;broad
4207505-1;595.429;broad
4207519-1;417.2;broad
4207523-3;796.8;broad
4207524-5;745.593;related
4207526-9;342.49403;broad
4207529-4;385.361;related
4207529-4;625.261;broad
4207531-2;306.877;broad
4207537-3;381.33;related
4207537-3;1--029;broad
4207538-5;336.2;related
4207539-7;338.926;broad
4207540-3;230.096;close
4207545-2;2--4483;broad
4207564-6;3C--384;broad
4207587-7;515.37;broad
4207588-9;616.8;broad
4207591-9;2--4945626;broad
4207644-4;1--0834;broad
4207653-5;004.357;broad
4207656-0;005.13;broad
4207657-2;522;close
4207660-2;006.33;broad
4207669-9;005.11;broad
4207671-7;530.143;broad
4207677-8;133.54;broad
4207702-3;616.0754;broad
4207703-5;573.356;broad
4207707-2;613.954;broad
4207707-2;618.2;related
4207709-6;801.959;broad
4207710-2;573.76;broad
4207710-2;611.718;related
4207711-4;617.58059;broad
4207712-6;617.585;broad
4207715-1;492.411;broad
4207717-5;387.155;broad
4207718-7;621.3104;broad
4207720-5;627.7;close
4207721-7;346.04;related
4207724-2;005.52;broad
4207725-4;005.446;broad
4207744-8;535.028;broad
4207805-2;944.0816;broad
4207819-2;004.68;broad
4207820-9;615.71;broad
4207820-9;616.132061;related
4207822-2;336.291;broad
4207824-6;332.1224;broad
4207825-8;354.79246;related
4207836-2;616.3407545;close
4207840-4;003.5;broad
4207840-4;629.8312;related
4207841-6;621.3822;broad
4207844-1;621.313;broad
4207845-3;796.5422;broad
4207849-0;662.1;related
4207878-7;4--014;broad
4207882-9;004.165;broad
4207883-0;004.165;broad
4207884-2;615.329;broad
4207885-4;361.75;broad
4207885-4;610.7343;related
4207889-1;005.54;broad
4207897-0;2--4945225;broad
4207906-8;005.54;broad
4207908-1;005.52;broad
4207909-3;005.446;broad
4207927-5;338.47;broad
4207931-7;2--4593;close
4207945-7;384.545309436;broad
4207946-9;296.41;broad
4207952-4;543.65;broad
4207956-1;003.7;broad
4207967-6;787.193;broad
4207967-6;784.19369;related
4207967-6;787.19369;close
4207970-6;414;broad
4207973-1;787.74;close
4207973-1;787.75;related
4207974-3;787.75;broad
4207976-7;583.76;broad
4207977-9;621.3815;broad
4207978-0;728.372;broad
4207978-0;690.8372;related
4207979-2;627.82;broad
4207981-0;616.12;broad
4207982-2;621.34;broad
4207984-6;595.774;broad
4207994-9;535.2;broad
4207995-0;621.3892;broad
4207996-2;121.3;broad
4208002-2;616.1207543;broad
4208003-4;2--4356388;broad
4208007-1;025.0654;broad
4208011-3;338.523;broad
4208012-5;445.92;broad
4208014-9;363.728;broad
4208018-6;387.224;broad
4208021-6;519.56;broad
4208024-1;331.011;related
4208024-1;331.88;broad
4208024-1;658.3152;related
4208025-3;331.2;broad
4208026-5;344.01;broad
4208028-9;947.56;broad
4208029-0;519.53;broad
4208030-7;004.22;broad
4208033-2;597.452;close
4208033-2;641.392;broad
4208034-4;573.75356;broad
4208035-6;579.378;broad
4208036-8;611.88;related
4208036-8;611.98;broad
4208041-1;514.34;broad
4208043-5;621.384;broad
4208044-7;621.38234;related
4208045-9;621.38483;broad
4208052-6;636.83;broad
4208053-8;629.2292;close
4208055-1;616.152;related
4208055-1;616.41;broad
4208057-5;599.759;broad
4208058-7;598.62;broad
4208059-9;808.1;broad
4208060-5;598.627;broad
4208065-4;346.021;broad
4208066-6;346.021;broad
4208073-3;518.1;broad
4208074-5;410.285;broad
4208075-7;512.73;broad
4208090-3;659;close
4208096-4;530.13;broad
4208097-6;343.052042;broad
4208098-8;095;broad
4208100-2;152.3;broad
4208101-4;152.3;related
4208101-4;796.01;broad
4208105-1;621.381542;broad
4208106-3;338.476606;close
4208114-2;155.7;related
4208114-2;155.232;close
4208120-8;362.733;broad
4208134-8;2--74892;exact
4208164-6;796.8152;broad
4208171-3;516.156;broad
4208174-9;418.0079;broad
4208175-0;546.662588;broad
4208176-2;516.36;broad
4208177-4;361.30711;broad
4208178-6;573.1734;broad
4208182-8;541.39;close
4208188-9;621.385;related
4208189-0;152.4;related
4208191-9;624.17;broad
4208192-0;594.4;broad
4208194-4;005.5;broad
4208195-6;658.4013;broad
4208196-8;006.693;broad
4208199-3;598.97;broad
4208200-6;615.766;broad
4208204-3;170;broad
4208207-9;910.014;broad
4208209-2;268;close
4208210-9;637.10284;broad
4208211-0;529.3;broad
4208212-2;741.23;broad
4208214-6;299.3138;broad
4208218-3;686.232;broad
4208219-5;664.720023;broad
4208220-1;616.99463061;broad
4208221-3;594.38;broad
4208222-5;615.892;broad
4208224-9;594.4;broad
4208225-0;598.833;broad
4208226-2;623.4432;broad
4208228-6;615.892;broad
4208229-8;892.70964;broad
4208230-4;771.31;broad
4208232-8;771.31;broad
4208234-1;778.34;broad
4208235-3;771.31;broad
4208236-5;786.5071;close
4208238-9;786.5;broad
4208239-0;551.762;broad
4208241-9;2--4346245;broad
4208244-4;636.50896918;broad
4208245-6;616.994061;broad
4208248-1;303.38;broad
4208249-3;573.86;broad
4208253-5;415.76;broad
4208256-0;2--494535;broad
4208257-2;597.48;broad
4208258-4;551.46;close
4208260-2;937;related
4208371-0;584.38;broad
4208374-6;794.122;broad
4208375-8;671.3;broad
4208377-1;658.53;broad
4208379-5;573.234;broad
4208379-5;612.21;close
4208380-1;344.023;broad
4208392-8;617.48206;related
4208394-1;615.82;broad
4208395-3;595.372;broad
4208396-5;577.3;broad
4208397-7;583.48173;broad
4208398-9;595.372;broad
4208399-0;595.372;broad
4208400-3;342.066;related
4208401-5;616.075;broad
4208404-0;332.015;broad
4208410-6;342.0664;related
4208411-8;332.1;related
4208414-3;381.45617752;broad
4208416-7;332.0415;broad
4208417-9;612.62;broad
4208418-0;613.283;broad
4208418-0;641.56314;related
4208419-2;415.92;broad
4208420-9;615.82;related
4208420-9;616.71062;broad
4208421-0;615.82;broad
4208424-6;671.52042;broad
4208425-8;677.0285;broad
4208427-1;338.47666;broad
4208427-1;381.45666;close
4208429-5;621.317;related
4208463-5;616.043;broad
4208464-7;616.7223;broad
4208465-9;657.452;close
4208467-2;658.4058;broad
4208468-4;621.69;broad
4208469-6;621.69;broad
4208470-2;621.252;broad
4208471-4;621.69;broad
4208472-6;628.9252;broad
4208473-8;621.3192;related
4208473-8;696;broad
4208477-5;553.24;broad
4208482-9;621.3815;broad
4208487-8;324.21;broad
4208490-8;226.6;broad
4208494-5;579.2569;broad
4208496-9;616.047;broad
4208498-2;616.856;broad
4208503-2;794.142;broad
4208504-4;794.142;broad
4208508-1;338.74;broad
4208511-1;621.825;broad
4208514-7;671.735;broad
4208519-6;721.0441;broad
4208519-6;721.4;related
4208519-6;729.5;broad
4208521-4;152.48;broad
4208521-4;616.89;related
4208530-5;070.442;broad
4208530-5;808.06607;related
4208531-7;784.1876;broad
4208534-2;573.76356;broad
4208534-2;612.75176;close
4208537-8;004.65;close
4208539-1;621.38411;broad
4208540-8;633.54;broad
4208542-1;628.52;broad
4208544-5;623.8203;related
4208544-5;623.822;broad
4208545-7;358.4383;broad
4208554-8;830.79;broad
4208623-1;611.737;broad
4208624-3;615.19;broad
4208626-7;530.417;broad
4208628-0;621.381531;broad
4208630-9;666.893;broad
4208631-0;531.55;broad
4208638-3;371.391;related
4208638-3;378.03;broad
4208642-5;615.71;broad
4208642-5;616.1061;related
4208643-7;133.44;broad
4208644-9;387.245;broad
4208644-9;623.8245;related
4208645-0;571.967;broad
4208645-0;616.978;related
4208646-2;664.9;broad
4208648-6;784.1888;related
4208648-6;793.33;broad
4208649-8;615.72;related
4208650-4;2--4346228;broad
4208654-1;547.596;broad
4208656-5;704.9432;broad
4208687-5;2--43349;broad
4208733-8;572.57;broad
4208742-9;647.94068;broad
4208747-8;669.23;broad
4208752-1;665.53;close
4208754-5;583.675;broad
4208842-2;388.10944;broad
4208851-3;352.48;related
4208852-5;341.690268;broad
4208853-7;700;broad
4208854-9;642.7;broad
4208855-0;623.7475;broad
4208856-2;623.7475;broad
4208857-4;610;broad
4208860-4;615.83;broad
4208861-6;666.192;close
4208861-6;748.82;broad
4208862-8;666.192;related
4208862-8;688.8;broad
4208864-1;666.192;broad
4208868-9;616.132;broad
4208870-7;495.60711;close
4208873-2;781.47;broad
4208876-8;438.0076;broad
4208879-3;378.106;broad
4208883-5;621.4;related
4208892-6;333.7911;related
4208892-6;363.6;broad
4208895-1;686.22544536;broad
4208896-3;005.54;broad
4208898-7;338.47363289;broad
4208900-1;616.8047572;broad
4208901-3;579.26;broad
4208940-2;658.816;broad
4208941-4;2--74743;exact
4208962-1;342.082;broad
4208969-4;202.12;broad
4208972-4;658.1552;related
4208972-4;1--0681;broad
4208974-8;338;broad
4208976-1;005.74;broad
4208995-5;616.6207543;broad
4208996-7;338.6042;broad
4208998-0;338.6042;broad
4208999-2;381.4562138418;broad
4209001-5;381.4562138418;broad
4209002-7;617.412;broad
4209003-9;726.597;broad
4209004-0;617.585059;broad
4209007-6;792.7;close
4209010-6;709;broad
4209011-8;759;broad
4209015-5;616.028;broad
4209017-9;2--74985;exact
4209018-0;583.34;broad
4209019-2;005.453;broad
4209023-4;615.82;broad
4209024-6;335;broad
4209029-5;519.536;broad
4209030-1;346.073;broad
4209033-7;387.2043;broad
4209034-9;621.3828;broad
4209035-0;621.3742;broad
4209036-2;621.395;broad
4209036-2;621.38150285;related
4209037-4;1--0287;broad
4209038-6;620.116;broad
4209038-6;624.18;related
4209041-6;573.66539;close
4209042-8;4--5;broad
4209044-1;617.582044;broad
4209046-5;299.57;related
4209047-7;737.4;broad
4209050-7;616.244;broad
4209051-9;543.54;broad
4209052-0;158;related
4209052-0;302.14;broad
4209053-2;621.395;broad
4209054-4;177.1;related
4209062-3;546.73122;broad
4209063-5;363.7288;broad
4209065-9;621.384;related
4209067-2;621.38418;broad
4209068-4;262.1;broad
4209075-1;616.362;broad
4209076-3;618.3204275;close
4209077-5;616.1207547;broad
4209078-7;616.4;broad
4209079-9;617.585044;broad
4209080-5;616.1207547;broad
4209083-0;571.9645;broad
4209084-2;755.2;broad
4209087-8;546.6732;broad
4209089-1;546.6732;broad
4209090-8;2--433714;broad
4209092-1;616.140092;broad
4209093-3;345.0263;broad
4209097-0;005.52;broad
4209099-4;299.932;broad
4209100-7;616.0756;broad
4209101-9;618.36132;broad
4209103-2;571.64;broad
4209106-8;573.8728;broad
4209118-4;688.72;broad
4209118-4;745.592;related
4209118-4;790.133;broad
4209128-7;480.712;close
4209129-9;359.3253;broad
4209130-5;359.32530943;broad
4209131-7;005.7565;broad
4209132-9;652.8;broad
4209133-0;005.82;broad
4209134-2;809.3917;broad
4209134-2;808.83917;related
4209142-1;658.8007943;broad
4209144-5;646.40023;broad
4209145-7;646.40023;broad
4209145-7;646.40092;close
4209146-9;359.32520941;broad
4209147-0;629.26;broad
4209148-2;616.46207561;broad
4209149-4;571.8374;broad
4209150-0;612.8262;broad
4209154-8;794.8753;broad
4209159-7;595.79;broad
4209160-3;547.596;broad
4209160-3;572.8;related
4209161-5;005.15;broad
4209162-7;394.2663;related
4209163-9;611.92;broad
4209164-0;616.07;broad
4209166-4;573.869;broad
4209167-6;579.564;broad
4209170-6;597.89;broad
4209171-8;597.89;broad
4209173-1;620.188;broad
4209174-3;618.17807572;broad
4209177-9;616.650758;broad
4209199-8;512.2;broad
4209206-1;342.0684;broad
4209208-5;617.692;broad
4209209-7;617.690284;broad
4209213-9;347;broad
4209215-2;006.4;broad
4209215-2;006.312;related
4209217-6;674.8;broad
4209217-6;745.59;related
4209218-8;006.693;broad
4209220-6;346.03;broad
4209221-8;154.63;broad
4209225-5;621.4838;broad
4209226-7;617.106;related
4209227-9;385.361;related
4209227-9;625.261;broad
4209229-2;334.68349;exact
4209232-2;133.5;broad
4209235-8;321;broad
4209238-3;346.052;broad
4209241-3;573.78356;broad
4209242-5;731.7;broad
4209243-7;731.889;broad
4209244-9;346.022;broad
4209248-6;512.27;broad
4209250-4;231.7;related
4209251-6;341.733;broad
4209254-1;333.335563;broad
4209256-5;616.8;broad
4209259-0;616.027333;broad
4209261-9;615.71;broad
4209261-9;616.132061;related
4209263-2;616.0475;broad
4209264-4;617.21;broad
4209265-6;621.38411;broad
4209268-1;152.385;broad
4209277-2;005.442;broad
4209282-6;571.9688;broad
4209286-3;201.44;related
4209287-5;516.132;broad
4209289-9;304.2;broad
4209290-5;623.73;related
4209290-5;652.8;broad
4209291-7;248.47;related
4209291-7;273.1;broad
4209295-4;382;broad
4209299-1;336.185;related
4209301-6;346.022;broad
4209305-3;345.04;broad
4209310-7;615.71;broad
4209310-7;616.1061;related
4209311-9;614.588;broad
4209311-9;616.9188;close
4209312-0;006.33;broad
4209313-2;615.851;broad
4209318-1;121;close
4209318-1;115;related
4209318-1;111.8;broad
4209319-3;523.0188;broad
4209321-1;516.35;broad
4209322-3;615.783;broad
4209323-5;516.154;broad
4209324-7;004.36;broad
4209328-4;539.721;broad
4209332-6;796.0835;broad
4209333-8;302.2345;related
4209333-8;384.54;broad
4209339-9;584.92;broad
4209340-5;583.74;broad
4209340-5;633.33;close
4209355-7;645.4;broad
4209357-0;946.072;broad
4209358-2;946.072;broad
4209359-4;946.073;close
4209363-6;615.329378;broad
4209368-5;530.12;broad
4209370-3;305.554;close
4209370-3;1--08622;broad
4209371-5;573.1725;related
4209371-5;611.11;broad
4209372-7;616.11;broad
4209373-9;618.34;broad
4209374-0;616.11;broad
4209378-8;615.73;broad
4209381-8;598.848;broad
4209384-3;791.53;close
4209386-7;305.55;broad
4209386-7;1--08623;close
4209388-0;739;broad
4209389-2;371.82;broad
4209391-0;394.25;related
4209392-2;394.25;related
4209394-6;796.95;related
4209394-6;798.6;broad
4209397-1;510.28553;broad
4209399-5;512.42;broad
4209400-8;333.73;related
4209402-1;796.092;broad
4209404-5;629.2221;related
4209404-5;629.2222;broad
4209410-0;791.0943515;broad
4209411-2;538.766;broad
4209412-4;623.8253;broad
4209413-6;382.414;broad
4209418-5;150.195;broad
4209420-3;346.01664;broad
4209422-7;361.61082;broad
4209423-9;305.899226;close
4209475-6;623.746;broad
4209476-8;612.825;broad
4209478-1;383.144;broad
4209479-3;671.53;broad
4209481-1;617.52;broad
4209487-2;647.95;related
4209487-2;792.7;broad
4209489-6;614.5951;broad
4209492-6;025.00285;broad
4209495-1;415.92;broad
4209497-5;594.27;broad
4209500-1;623.0155;close
4209503-7;617.581;broad
4209505-0;583.34;broad
4209508-6;583.34;broad
4209510-4;599.47;broad
4209514-1;636.20896995;close
4209517-7;784.1884;broad
4209518-9;327.16;broad
4209519-0;634.9562;broad
4209520-7;597.962;broad
4209521-9;597.94;close
4209522-0;599.633;close
4209522-0;636.4;broad
4209523-2;792;broad
4209526-8;573.76;broad
4209528-1;599.47;broad
4209532-3;583.77;broad
4209533-5;583.23;broad
4209535-9;571.862;broad
4209537-2;635.65;broad
4209540-2;759.952;related
4209543-8;573.1343;broad
4209563-3;230.11;broad
4209615-7;547.616;broad
4209618-2;306.845;related
4209619-4;577.38;broad
4209622-4;786.887;broad
4209626-1;617.15;broad
4209627-3;583.95;broad
4209628-5;391.023;close
4209629-7;535.420284;broad
4209630-3;616.856;broad
4209631-5;418;broad
4209632-7;583.952;broad
4209634-0;671.34;broad
4209637-6;507.1;broad
4209638-8;704.9424;broad
4209641-8;003.7;broad
4209643-1;617.64300284;broad
4209644-3;616.13;close
4209645-5;573.35;broad
4209645-5;612.312;close
4209649-2;621.865;broad
4209652-2;332.123092;broad
4209657-1;332.1;broad
4209660-1;382.423;broad
4209672-8;512.9434;broad
4209677-7;571.967;broad
4209679-0;388.411;close
4209679-0;625.7;broad
4209689-3;338.749;broad
4209694-7;2--4947961;broad
4209695-9;2--4945227;broad
4209767-8;385.361;related
4209767-8;625.261;broad
4209769-1;615.8224;broad
4209805-1;070.19;broad
4209805-1;808.53;related
4209810-5;333.79;broad
4209812-9;338.6048;broad
4209813-0;615.794;broad
4209815-4;299.199;broad
4209817-8;576.82;related
