fromNotation;x;y;z;toNotation
WW 1700;100;2;25;571.76
WW 1740;100;1;100;573.877
WW 1740;25;3;100;573.878
WW 1780;100;1;100;573.88
WW 1820;25;4;25;152.143
WW 1820;100;2;25;573.88
WW 1860;25;4;25;152.145
WW 1860;100;2;25;573.88
WW 1900;25;4;25;152.142
WW 1900;100;2;25;573.88
WW 1940;25;4;25;535.52
WW 1940;100;2;25;573.88
WW 1980;100;2;25;573.88
WW 2020;50;4;25;571.77
WW 2060;;;;
WW 2100;100;2;50;591.518
WW 2140;;;;
WW 2200;100;2;50;573.8
WW 2320;100;1;100;573.86
WW 2400;100;2;50;573.86
WW 2400;50;3;100;573.8625
WW 2400;25;4;25;612.82
WW 2480;100;2;50;573.86
WW 2480;25;4;25;612.825
WW 2480;25;4;25;612.826
WW 2520;100;2;25;573.86
WW 2520;25;4;25;612.825
WW 2560;100;2;25;573.86
WW 2560;25;4;25;612.8262
WW 2620;100;2;25;573.86
WW 2620;25;4;25;612.8264
WW 2700;100;2;25;573.86
WW 2780;100;2;25;573.86
WW 2780;25;4;25;612.827
WW 2860;100;2;25;573.86
WW 2860;25;4;25;612.828
WW 2940;100;2;25;573.86
WW 3240;100;1;100;573.869
WW 3240;25;4;25;612.83
WW 3440;100;2;25;573.86
WW 3440;50;3;100;573.8621
WW 3440;25;4;25;612.8042
WW 3440;25;4;25;612.824
WW 3520;100;2;50;573.85
WW 3520;25;4;25;612.81
WW 3560;100;2;50;573.85
WW 3600;100;2;50;573.85
WW 3680;100;2;25;573.8
WW 3720;100;2;25;573.8
WW 3720;25;4;25;612.89
WW 3800;100;2;50;573.85
WW 3800;25;4;25;611.0188
WW 3880;100;1;100;573.8536
WW 3880;25;4;25;611.0188
WW 3960;100;2;25;573.8
WW 4040;100;2;25;573.85
WW 4040;25;4;25;612.81
WW 4120;100;2;50;573.84
WW 4120;25;4;25;612.8042
WW 4160;50;3;100;573.7528
WW 4160;50;4;25;573.85
WW 4160;25;4;25;611.0186
WW 4160;25;4;25;612.811
WW 4200;25;4;25;612.8
WW 4250;25;4;25;152.1824
WW 4250;100;2;25;573.87
WW 4290;25;4;25;611.0188
WW 5000;100;1;100;573.5
WW 5000;50;3;100;573.58
WW 5000;50;3;100;573.59
WW 5000;25;4;25;612.79
WW 5000;25;4;25;612.799
WW 5250;100;2;50;573.5
WW 5250;25;4;25;612.7927
WW 5300;100;1;100;573.7356
WW 5300;25;4;25;611.74
WW 5500;100;1;100;573.7
WW 5500;25;4;25;612.7
WW 5540 - WW 6319;50;3;100;599.33
WW 5540 - WW 6319;25;4;25;611.9
WW 5540;100;2;50;573.7
WW 5540;50;3;100;573.76
WW 5540;50;3;100;573.77
WW 5540;50;3;100;573.78
WW 5540;25;4;25;612.75
WW 5580;100;1;100;573.995
WW 5580;25;4;25;611.91
WW 5580;25;4;25;611.92
WW 5580;25;4;25;611.93
WW 5620;50;3;100;573.996
WW 5620;50;3;100;573.997
WW 5620;25;4;25;611.94
WW 5620;25;4;25;611.95
WW 5620;25;4;25;611.96
WW 5660;100;1;100;573.998
WW 5660;25;4;25;611.97
WW 5660;25;4;25;611.98
WW 5700;50;3;100;573.75
WW 5700;50;3;100;573.79
WW 5700;25;4;25;611.73
WW 5700;25;4;25;612.74
WW 5700;25;4;25;612.76
WW 6000;100;2;50;571.67
WW 6040;100;2;50;571.67
WW 6080;100;2;50;573.79
WW 6120;100;2;25;573.79
WW 6160;100;1;100;573.798
WW 6200;100;2;25;573.79
WW 6240;;;;
WW 6280;100;1;100;573.97
WW 6400;100;1;100;573.4
WW 6400;25;4;25;611.4
WW 6440;100;1;100;573.45
WW 6440;25;4;25;612.492
WW 6480;100;2;25;573.4
WW 6480;25;4;25;612.492
WW 6520;100;1;100;573.47
WW 6520;25;4;25;612.44
WW 6560;25;4;25;612.43
WW 6600;100;1;100;573.46
WW 6600;25;4;25;612.45
WW 6640;100;2;50;573.6
WW 6640;25;4;25;612.6
WW 6680;100;2;50;573.65
WW 6680;25;4;25;612.61
WW 6720;100;2;50;573.66
WW 6720;25;4;25;612.62
WW 6760;50;4;50;573.377
WW 6760;25;4;25;612.34
WW 7000;50;3;100;571.75
WW 7000;50;3;100;573.496
WW 7000;25;4;25;612.01522
WW 7000;25;4;25;612.463
WW 7080;100;2;50;571.75
WW 7080;25;4;25;612.01522
WW 7160;100;2;50;571.75
WW 7160;25;4;25;612.01522
WW 7240;;;;
WW 7280;100;2;50;573.49
WW 7280;25;4;25;612.46
WW 7500;100;1;100;573.1
WW 7500;25;4;25;612.1
WW 7580;;;;
WW 7700;100;1;100;573.17
WW 7700;25;4;25;612.17
WW 7900;100;1;100;573.18
WW 7900;25;4;25;612.13
WW 8200;25;4;25;612.1181
WW 8240;50;3;100;573.1343
WW 8240;25;4;25;612.01522
WW 8240;25;4;25;612.14
WW 8280;25;4;25;612.14
WW 8360;100;2;25;573.18
WW 8360;25;4;25;612.13
WW 8440;100;2;25;573.18
WW 8440;25;4;25;612.135
WW 8640;;;;573.1
WW 8720;100;1;100;573.15
WW 8720;25;4;25;612.11
WW 8800;100;1;100;573.156
WW 8800;25;4;25;612.116
WW 8840;100;1;100;573.1536
WW 8840;25;4;25;612.111
WW 8840;25;4;25;612.112
WW 8960;100;1;100;573.159
WW 8960;25;4;25;612.115
WW 8960;25;4;25;612.117
WW 9040;100;1;100;573.155
WW 9040;25;4;25;612.41
WW 9120;100;1;100;573.16
WW 9120;50;3;100;573.1555
WW 9120;25;4;25;612.41
WW 9120;25;4;25;612.42
WW 9120;25;4;25;612.43
WW 9200;100;2;25;573.1
WW 9300;100;1;100;573.2
WW 9300;25;4;25;612.2
WW 9380;100;2;25;573.2
WW 9420;100;1;100;573.26
WW 9460;100;1;100;573.25
WW 9540;;;;
WW 9580;100;1;100;573.28
WW 9620;;;;
WW 9660;100;2;25;573.154
WW 9660;25;4;25;612.22
WW 9740;100;1;100;572.471
WW 9740;25;4;25;612.26
WW 9860;;;;
WW 9900;100;1;100;571.968
WW 9900;100;1;100;616.0799
WX;;;;
WX 1000 - WX 3939;50;3;100;573.3
WX 1000 - WX 3939;50;3;100;572.41
WX 1000 - WX 3939;25;4;25;612.3
WX 1000;100;2;50;573.3
WX 1050;100;2;50;573.3
WX 1100;100;2;50;573.35
WX 1100;25;4;25;612.31
WX 1200;100;2;50;573.3
WX 1300;100;2;50;573.35
WX 1300;25;4;25;612.31
WX 1400;100;2;50;573.35
WX 1400;25;4;25;612.31
WX 1500;100;1;100;573.356
WX 1500;25;4;25;612.311
WX 1600;50;3;100;573.36
WX 1600;50;3;100;573.37
WX 1600;25;4;25;612.32
WX 1600;25;4;25;612.33
WX 1700;100;1;100;573.377
WX 1700;25;4;25;612.34
WX 2000;100;1;100;573.38
WX 2000;25;4;25;612.35
WX 2100;100;1;100;572.564
WX 2100;25;4;25;612.396
WX 2100;25;4;25;613.283
WX 2200;100;1;100;572.64
WX 2200;25;4;25;612.398
WX 2200;25;4;25;613.282
WX 2300;100;1;100;572.574
WX 2300;25;4;25;612.397
WX 2300;25;4;25;613.284
WX 2400;100;1;100;572.514
WX 2400;25;4;25;612.392
WX 2400;25;4;25;613.285
WX 2500;50;3;100;572.515
WX 2500;50;3;100;572.58
WX 2500;25;4;25;612.3924
WX 2500;25;4;25;612.399
WX 2400;25;4;25;613.285
WX 2500;25;4;25;613.286
WX 2600 - WX 2680;100;2;50;591.53-591.54
WX 2600;100;2;50;591.54
WX 2620;;;;
WX 2640;;;;
WX 2660;100;2;50;591.53
WX 2680;;;;
WX 2750;100;2;50;573.49
WX 2850;;;;
WX 2950;25;3;100;573.35379
WX 2950;25;3;100;573.679
WX 3000;100;1;100;573.5379
WX 3000;25;4;25;612.7921
WX 3100;100;1;100;572.4
WX 3100;25;4;25;612.3
WX 3160;100;2;50;572.47
WX 3200;100;1;100;572.475
WX 3300;;;;
WX 3350;100;1;100;573.868
WX 3400;100;2;50;572.43
WX 3500;50;4;50;571.76
WX 3600;100;2;50;571.76
WX 3700;100;2;50;571.76
WX 3800;100;1;100;571.7871
WX 3900;100;1;100;571.781
WX 5000 - WX 7639;;;;
WX 5000;;;;571.81
WX 5100;100;2;50;571.89
WX 5200;100;2;50;573.6
WX 5300;100;1;100;571.887
WX 5400;100;2;50;573.66
WX 5500;100;2;50;573.65
WX 5600;;;;
WX 5700;100;1;100;571.8861
WX 5800;100;1;100;571.8821
WX 5850;100;2;50;571.8821
WX 5900;100;1;100;571.8841
WX 6000;100;1;100;571.861
WX 6000;25;4;25;612.6
WX 6000;25;4;25;612.64
WX 6400;50;3;100;571.8641
WX 6400;50;3;100;571.8651
WX 6400;25;4;25;612.6
WX 6400;25;4;25;612.63
WX 6400;25;4;25;612.646
WX 6500;50;4;50;571.833
WX 6500;50;4;50;571.861
WX 6500;50;4;50;571.835
WX 6500;25;4;25;611.018
WX 6500;25;4;25;612.6401
WX 6600;100;1;100;571.5381
WX 6600;50;3;100;571.6381
WX 6600;25;4;25;612.028
WX 6600;25;4;25;617.954
WX 6700;100;2;25;571.861
WX 6700;25;4;25;612.63
WX 6800;50;4;50;573.67
WX 6800;25;4;25;612.63
WX 6900;100;1;100;571.871
WX 6900;25;4;25;612.6
WX 7000;50;3;100;571.8761
WX 7100;50;3;100;571.8761
WX 7200;25;4;25;612.654
WX 7250;;;;
WX 7300;25;4;25;612.66
WX 7400;25;4;25;612.661
WX 7500;100;1;100;571.8781
WX 7500;25;4;25;612.67
WX 7600;100;1;100;571.8891
WX 8000;50;4;25;612
WX 8100;50;4;50;612.042
WX 8200;50;4;50;612.044
WX 8250;50;4;50;612.014
WX 8300;50;4;50;612.0144
WX 8400;50;4;50;612.0145
WX 8560;50;4;50;612.014415
WX 8600;50;4;50;612.01446
WX 8640;50;4;50;612.014465
WX 8680;50;4;50;571.93467
WX 8680;50;4;50;612.014462
WX 8700;;;;
