fromNotation;x;y;z;toNotation
WI 7632;50;4;25;591.94334
WI 7634;100;2;25;578.09433
WI 7634;50;4;25;581.9433
WI 7634;50;4;25;591.9433
WI 7640;25;3;100;578.094335
WI 7640;25;4;50;581.94335
WI 7640;25;4;50;591.94335
WI 7640;25;3;100;578.094336
WI 7640;25;4;50;581.94336
WI 7640;25;4;50;591.94336
WI 7640;25;3;100;578.094337
WI 7640;25;4;50;581.94337
WI 7640;25;4;50;591.94337
WI 7650;100;2;25;578.09433
WI 7650;50;4;25;581.9433
WI 7650;50;4;25;591.9433
WI 7660;100;2;25;578.09433
WI 7660;50;4;25;581.9433
WI 7660;50;4;25;591.9433
WI 7665;100;2;50;578.09434735
WI 7665;50;4;50;581.9434735
WI 7665;50;4;50;591.9434735
WI 7670;50;4;50;578.094336
WI 7670;25;4;50;581.94336
WI 7670;25;4;50;591.94336
WI 7670;50;4;50;578.094337
WI 7670;25;4;50;581.94337
WI 7670;25;4;50;591.94337
WI 7675;100;2;50;578.094336
WI 7675;50;4;50;581.94336
WI 7675;50;4;50;591.94336
WI 7680;100;2;50;578.094336
WI 7680;50;4;50;581.94336
WI 7680;50;4;50;591.94336
WI 7685;50;4;50;578.094336
WI 7685;25;4;50;581.94336
WI 7685;25;4;50;591.94336
WI 7685;50;4;50;578.094337
WI 7685;25;4;50;581.94337
WI 7685;25;4;50;591.94337
WI 7696;100;1;100;578.0943155
WI 7696;50;3;100;581.943155
WI 7696;50;3;100;591.943155
WI 7710;50;3;100;578.09431
WI 7710;50;4;50;581.9431
WI 7710;50;4;50;591.9431
WI 7710;50;3;100;578.09432
WI 7710;50;4;50;581.9432
WI 7710;50;4;50;591.9432
WI 7720;100;1;100;578.094317
WI 7720;50;3;100;581.94317
WI 7720;50;3;100;591.94317
WI 7725;50;3;100;578.09431742
WI 7725;25;4;50;581.9431742
WI 7725;25;4;50;591.9431742
WI 7725;50;3;100;578.09431767
WI 7725;25;4;50;581.9431767
WI 7725;25;4;50;591.9431767
WI 7725;50;3;100;578.09431786
WI 7725;25;4;50;581.9431786
WI 7725;25;4;50;591.9431786
WI 7730;50;3;100;578.094317
WI 7730;25;4;50;581.94317
WI 7730;25;4;50;591.94317
WI 7735;50;3;100;578.094317
WI 7735;25;4;50;581.94317
WI 7735;25;4;50;591.94317
WI 7740;50;3;100;578.09431763
WI 7740;50;4;50;581.9431763
WI 7740;50;4;50;591.9431763
WI 7745;100;2;50;578.09431
WI 7745;50;4;50;581.9431
WI 7745;50;4;50;591.9431
WI 7745;50;4;50;578.094315
WI 7745;50;4;50;581.94315
WI 7745;50;4;50;591.94315
WI 7745;50;3;100;578.094317
WI 7745;50;4;50;581.94317
WI 7745;50;4;50;591.94317
WI 7750;100;2;50;578.09431
WI 7750;50;4;25;581.9431
WI 7750;50;4;25;591.9431
WI 7760;100;2;50;578.094315
WI 7760;50;4;50;581.94315
WI 7760;50;4;50;591.94315
WI 7770;100;2;50;578.094315
WI 7770;50;4;50;581.94315
WI 7770;50;4;50;591.94315
WI 7785;100;2;50;578.09431
WI 7785;50;4;25;581.9431
WI 7785;50;4;25;591.9431
WI 7820;100;1;100;578.094322
WI 7820;50;3;100;581.94322
WI 7820;50;3;100;591.94322
WI 7825;100;2;50;578.094322
WI 7825;50;4;50;581.94322
WI 7825;50;4;50;591.94322
WI 7830;100;2;50;578.0943226
WI 7830;50;4;50;581.943226
WI 7830;50;4;50;591.943226
WI 7835;100;1;100;578.094321
WI 7835;50;3;100;581.94321
WI 7835;50;3;100;591.94321
WI 7840;50;4;50;578.0943212
WI 7840;50;4;50;581.943212
WI 7840;50;4;50;591.943212
WI 7850;100;1;100;578.09432169
WI 7850;50;3;100;581.9432169
WI 7850;50;3;100;591.9432169
WI 7855;100;2;50;578.094321
WI 7855;50;4;50;581.94321
WI 7855;50;4;50;591.94321
WI 7920;100;2;25;578.09438
WI 7920;50;4;25;581.9438
WI 7920;50;4;25;591.9438
WI 7930;100;2;25;578.09438
WI 7930;50;4;25;581.9438
WI 7930;50;4;25;591.9438
WI 7940;100;2;25;578.09438
WI 7940;50;4;25;581.9438
WI 7940;50;4;25;591.9438
WI 7940;25;3;100;578.094724
WI 7940;25;3;100;581.94724
WI 7940;25;3;100;591.94724
WI 7960;100;2;25;578.09438
WI 7960;50;4;25;581.9438
WI 7960;50;4;25;591.9438
WI 8010;100;2;25;578.094
WI 8010;50;4;25;581.94
WI 8010;50;4;25;591.94
WI 8015;100;2;25;578.094
WI 8015;50;4;25;581.94
WI 8015;50;4;25;591.94
WI 8030;100;1;100;578.09494
WI 8030;50;3;100;581.9494
WI 8030;50;3;100;591.9494
WI 8035;100;1;100;578.094943
WI 8035;50;3;100;581.94943
WI 8035;50;3;100;591.94943
WI 8040;100;1;100;578.094945
WI 8040;50;3;100;581.94945
WI 8040;50;3;100;591.94945
WI 8045;100;1;100;578.094947
WI 8045;50;3;100;581.94947
WI 8045;50;3;100;591.94947
WI 8050;100;1;100;578.0943648
WI 8050;50;3;100;581.943648
WI 8050;50;3;100;591.943648
WI 8060;100;1;100;578.09436
WI 8060;50;3;100;581.9436
WI 8060;50;3;100;591.9436
WI 8065;100;1;100;578.094364
WI 8065;50;3;100;581.94364
WI 8065;50;3;100;591.94364
WI 8070;50;3;100;578.094363
WI 8070;25;3;100;581.94363
WI 8070;25;3;100;591.94363
WI 8070;50;3;100;578.094365
WI 8070;25;3;100;581.94365
WI 8070;25;3;100;591.94365
WI 8075;50;3;100;578.0943612
WI 8075;25;3;100;581.943612
WI 8075;25;3;100;591.943612
WI 8075;50;3;100;578.094362
WI 8075;25;3;100;581.94362
WI 8075;25;3;100;591.94362
WI 8080;50;3;100;578.0943613
WI 8080;25;3;100;581.943613
WI 8080;25;3;100;591.943613
WI 8080;50;3;100;578.0943615
WI 8080;25;3;100;581.943615
WI 8080;25;3;100;591.943615
WI 8085;100;1;100;578.094366
WI 8085;50;3;100;581.94366
WI 8085;50;3;100;591.94366
WI 8085;25;3;100;578.09436429
WI 8085;25;3;50;581.9436429
WI 8085;25;3;50;591.9436429
WI 8090;100;1;100;578.094538
WI 8090;50;3;100;581.94538
WI 8090;50;3;100;591.94538
WI 8110;100;1;100;578.09492
WI 8110;50;3;100;581.9492
WI 8110;50;3;100;591.9492
WI 8120;100;2;50;578.09492
WI 8120;50;4;50;581.9492
WI 8120;50;4;50;591.9492
WI 8130;100;1;100;578.09493
WI 8130;50;3;100;581.9493
WI 8130;50;3;100;591.9493
WI 8140;100;1;100;578.094935
WI 8140;50;3;100;581.94935
WI 8140;50;3;100;591.94935
WI 8160;100;2;50;578.09493
WI 8160;25;4;50;581.9493
WI 8160;25;4;50;591.9493
WI 8180;100;1;100;578.09438
WI 8180;50;3;100;581.9438
WI 8180;50;3;100;591.9438
WI 8190;100;1;100;578.09437
WI 8190;50;3;100;581.9437
WI 8190;50;3;100;591.9437
WI 8195;100;2;25;578.094371
WI 8195;50;4;25;581.94371
WI 8195;50;4;25;591.94371
WI 8210;100;1;100;578.0948
WI 8210;50;3;100;581.948
WI 8210;50;3;100;591.948
WI 8220;100;2;50;578.09489
WI 8220;25;4;50;581.9489
WI 8220;25;4;50;591.9489
WI 8220;25;3;100;578.094915
WI 8220;25;3;100;581.94915
WI 8220;25;3;100;591.94915
WI 8230;100;1;100;578.09481
WI 8230;50;3;100;581.9481
WI 8230;50;3;100;591.9481
WI 8230;25;3;100;578.09482
WI 8230;25;3;100;581.9482
WI 8230;25;3;100;591.9482
WI 8230;25;3;100;578.09483
WI 8230;25;3;100;581.9483
WI 8230;25;3;100;591.9483
WI 8230;25;3;100;578.09484
WI 8230;25;3;100;581.9484
WI 8230;25;3;100;591.9484
WI 8240;100;1;100;578.09485
WI 8240;50;3;100;581.9485
WI 8240;50;3;100;591.9485
WI 8240;25;3;100;578.09486
WI 8240;25;3;100;581.9486
WI 8240;25;3;100;591.9486
WI 8240;25;3;100;578.09487
WI 8240;25;3;100;581.9487
WI 8240;25;3;100;591.9487
WI 8240;25;3;100;578.09488
WI 8240;25;3;100;581.9488
WI 8240;25;3;100;591.9488
WI 8250;100;1;100;578.094897
WI 8250;50;3;100;581.94897
WI 8250;50;3;100;591.94897
WI 8260;100;1;100;578.094912
WI 8260;50;3;100;581.94912
WI 8260;50;3;100;591.94912
WI 8310;100;2;25;578.094
WI 8310;50;4;25;581.94
WI 8310;50;4;25;591.94
WI 8320;100;1;100;578.0944
WI 8320;50;3;100;581.944
WI 8320;50;3;100;591.944
WI 8330;100;2;25;578.0944
WI 8330;50;4;25;581.944
WI 8330;50;4;25;591.944
WI 8330;50;3;100;578.09441
WI 8330;25;3;100;581.9441
WI 8330;25;3;100;591.9441
WI 8330;50;3;100;578.09442
WI 8330;25;3;100;581.9442
WI 8330;25;3;100;591.9442
WI 8330;50;3;100;578.09443
WI 8330;25;3;100;581.9443
WI 8330;25;3;100;591.9443
WI 8340;100;2;25;578.0944
WI 8340;50;4;25;581.944
WI 8340;50;4;25;591.944
WI 8340;100;2;25;578.09441
WI 8340;50;4;25;581.9441
WI 8340;50;4;25;591.9441
WI 8340;50;3;100;578.09446
WI 8340;25;3;100;581.9446
WI 8340;25;3;100;591.9446
WI 8340;50;3;100;578.09447
WI 8340;25;3;100;581.9447
WI 8340;25;3;100;591.9447
WI 8340;25;3;100;578.094459
WI 8340;25;3;100;581.94459
WI 8340;25;3;100;591.94459
WI 8345;100;2;25;578.0944
WI 8345;50;4;25;581.944
WI 8345;50;4;25;591.944
WI 8345;50;3;100;578.09444
WI 8345;25;3;100;581.9444
WI 8345;25;3;100;591.9444
WI 8345;50;3;100;578.09445
WI 8345;25;3;100;581.9445
WI 8345;25;3;100;591.9445
WI 8345;50;4;50;578.09449
WI 8345;25;4;50;581.9449
WI 8345;25;4;50;591.9449
WI 8350;50;4;50;578.09448
WI 8350;25;4;50;581.9448
WI 8350;25;4;50;591.9448
WI 8350;50;4;50;578.09449
WI 8350;25;4;50;581.9449
WI 8350;25;4;50;591.9449
WI 8355;100;1;100;578.094499
WI 8355;50;3;100;581.94499
WI 8355;50;3;100;591.94499
WI 8360;50;3;100;578.094438
WI 8360;25;3;100;581.94438
WI 8360;25;3;100;591.94438
WI 8360;50;3;100;578.094439
WI 8360;25;3;100;581.94439
WI 8360;25;3;100;591.94439
WI 8370;100;1;100;578.0941
WI 8370;50;3;100;581.941
WI 8370;50;3;100;591.941
WI 8375;100;2;50;578.0942
WI 8375;50;4;50;581.942
WI 8375;50;4;50;591.942
WI 8375;50;3;100;578.09421
WI 8375;25;3;100;581.9421
WI 8375;25;3;100;591.9421
WI 8375;50;3;100;578.09422
WI 8375;25;3;100;581.9422
WI 8375;25;3;100;591.9422
WI 8375;50;3;100;578.09423
WI 8375;25;3;100;581.9423
WI 8375;25;3;100;591.9423
WI 8380;100;2;50;578.0942
WI 8380;50;4;50;581.942
WI 8380;50;4;50;591.942
WI 8380;50;3;100;578.09424
WI 8380;25;3;100;581.9424
WI 8380;25;3;100;591.9424
WI 8380;50;3;100;578.09425
WI 8380;25;3;100;581.9425
WI 8380;25;3;100;591.9425
WI 8380;50;3;100;578.09426
WI 8380;25;3;100;581.9426
WI 8380;25;3;100;591.9426
WI 8380;50;3;100;578.09429
WI 8380;25;3;100;581.9429
WI 8380;25;3;100;591.9429
WI 8385;100;2;50;578.09411
WI 8385;50;4;50;581.9411
WI 8385;50;4;50;591.9411
WI 8385;25;3;100;578.09427
WI 8385;25;3;100;581.9427
WI 8385;25;3;100;591.9427
WI 8385;25;3;100;578.09428
WI 8385;25;3;100;581.9428
WI 8385;25;3;100;591.9428
WI 8385;25;3;100;578.09412
WI 8385;25;3;100;581.9412
WI 8385;25;3;100;591.9412
WI 8385;25;3;100;578.09413
WI 8385;25;3;100;581.9413
WI 8385;25;3;100;591.9413
WI 8385;25;3;100;578.09414
WI 8385;25;3;100;581.9414
WI 8385;25;3;100;591.9414
WI 8390;100;2;50;578.09415
WI 8390;50;4;50;581.9415
WI 8390;50;4;50;591.9415
WI 8390;25;3;100;578.09416
WI 8390;25;3;100;581.9416
WI 8390;25;3;100;591.9416
WI 8390;25;3;100;578.09417
WI 8390;25;3;100;581.9417
WI 8390;25;3;100;591.9417
WI 8390;25;3;100;578.09418
WI 8390;25;3;100;581.9418
WI 8390;25;3;100;591.9418
WI 8390;25;3;100;578.09419
WI 8390;25;3;100;581.9419
WI 8390;25;3;100;591.9419
WI 8410;100;2;25;578.094
WI 8410;50;4;25;581.94
WI 8410;50;4;25;591.94
WI 8425;100;1;100;578.0946
WI 8425;50;3;100;581.946
WI 8425;50;3;100;591.946
WI 8440;100;1;100;578.0945
WI 8440;50;3;100;581.945
WI 8440;50;3;100;591.945
WI 8445;100;2;50;578.0945
WI 8445;50;4;50;581.945
WI 8445;50;5;50;591.945
WI 8445;50;3;100;578.09451
WI 8445;25;3;100;581.9451
WI 8445;25;3;100;591.9451
WI 8445;50;3;100;578.09452
WI 8445;25;3;100;581.9452
WI 8445;25;3;100;591.9452
WI 8445;50;3;100;578.09453
WI 8445;25;3;100;581.9453
WI 8445;25;3;100;591.9453
WI 8450;100;2;50;578.0945
WI 8450;50;4;50;581.945
WI 8450;50;5;50;591.945
WI 8450;50;3;100;578.09454
WI 8450;25;3;100;581.9454
WI 8450;25;3;100;591.9454
WI 8450;50;3;100;578.09455
WI 8450;25;3;100;581.9455
WI 8450;25;3;100;591.9455
WI 8450;50;3;100;578.09456
WI 8450;25;3;100;581.9456
WI 8450;25;3;100;591.9456
WI 8455;100;2;50;578.0945
WI 8455;50;4;50;581.945
WI 8455;50;5;50;591.945
WI 8455;50;3;100;578.09457
WI 8455;25;3;100;581.9457
WI 8455;25;3;100;591.9457
WI 8455;50;3;100;578.09458
WI 8455;25;3;100;581.9458
WI 8455;25;3;100;591.9458
WI 8455;50;3;100;578.09459
WI 8455;25;3;100;581.9459
WI 8455;25;3;100;591.9459
WI 8470;100;1;100;578.09495
WI 8470;50;3;100;581.9495
WI 8470;50;3;100;591.9495
WI 8480;100;2;50;578.09495
WI 8480;50;4;50;581.9495
WI 8480;50;4;50;591.9495
WI 8480;25;3;100;578.095693
WI 8480;25;4;50;581.95693
WI 8480;25;4;50;591.95693
WI 8510;100;2;25;578.094
WI 8510;50;4;25;581.94
WI 8510;50;4;25;591.94
WI 8520;100;1;100;578.09439
WI 8520;50;3;100;581.9439
WI 8520;50;3;100;591.9439
WI 8530;100;1;100;578.09497
WI 8530;50;3;100;581.9497
WI 8530;50;3;100;591.9497
WI 8540;100;1;100;578.09498
WI 8540;50;3;100;581.9498
WI 8540;50;3;100;591.9498
WI 8550;100;1;100;578.094965
WI 8550;50;3;100;581.94965
WI 8550;50;3;100;591.94965
WI 8560;100;1;100;578.09499
WI 8560;50;3;100;581.9499
WI 8560;50;3;100;591.9499
WI 8610;100;1;100;578.0947
WI 8610;50;3;100;581.947
WI 8610;50;3;100;591.947
WI 8615;100;2;50;578.0947
WI 8615;50;4;50;581.947
WI 8615;50;4;50;591.947
WI 8620;100;1;100;578.09479
WI 8620;50;3;100;581.9479
WI 8620;50;3;100;591.9479
WI 8625;100;1;100;578.09478
WI 8625;50;3;100;581.9478
WI 8625;50;3;100;591.9478
WI 8630;100;1;100;578.09477
WI 8630;50;3;100;581.9477
WI 8630;50;3;100;591.9477
WI 8630;25;3;100;578.09476
WI 8630;25;3;100;581.9476
WI 8630;25;3;100;591.9476
WI 8635;100;1;100;578.094715
WI 8635;50;3;100;581.94715
WI 8635;50;3;100;591.94715
WI 8640;100;2;50;578.0947
WI 8640;50;4;50;581.947
WI 8640;50;4;50;591.947
WI 8640;25;3;100;578.09471
WI 8640;25;3;100;581.9471
WI 8640;25;3;100;591.9471
WI 8640;25;3;100;578.09472
WI 8640;25;3;100;581.9472
WI 8640;25;3;100;591.9472
WI 8640;25;3;100;578.09473
WI 8640;25;3;100;581.9473
WI 8640;25;3;100;591.9473
WI 8640;25;3;100;578.09474
WI 8640;25;3;100;581.9474
WI 8640;25;3;100;591.9474
WI 8645;100;1;100;578.09475
WI 8645;50;3;100;581.9475
WI 8645;50;3;100;591.9475
WI 8650;100;1;100;578.0957
WI 8650;50;3;100;581.957
WI 8650;50;3;100;591.957
WI 8655;100;2;50;578.0957
WI 8655;50;4;50;581.957
WI 8655;50;4;50;591.957
WI 8660;100;1;100;578.09577
WI 8660;50;3;100;581.9577
WI 8660;50;3;100;591.9577
WI 8665;100;1;100;578.0958
WI 8665;50;3;100;581.958
WI 8665;50;3;100;591.958
WI 8710;100;2;50;578.095
WI 8710;50;4;50;581.95
WI 8710;50;4;50;591.95
WI 8715;100;2;50;578.0953
WI 8715;50;4;50;581.953
WI 8715;50;4;50;591.953
WI 8715;100;2;50;578.0956
WI 8715;50;4;50;581.956
WI 8715;50;4;50;591.956
WI 8715;25;3;100;578.0955
WI 8715;25;3;100;581.955
WI 8715;25;3;100;591.955
WI 8715;25;3;100;578.09581
WI 8715;25;3;100;581.9581
WI 8715;25;3;100;591.9581
WI 8717;100;2;50;578.09561
WI 8717;50;4;50;581.9561
WI 8717;50;4;50;591.9561
WI 8717;25;3;100;578.09562
WI 8717;25;3;100;581.9562
WI 8717;25;3;100;591.9562
WI 8717;25;3;100;578.09563
WI 8717;25;3;100;581.9563
WI 8717;25;3;100;591.9563
WI 8717;25;3;100;578.09564
WI 8717;25;3;100;581.9564
WI 8717;25;3;100;591.9564
WI 8717;25;3;100;578.09565
WI 8717;25;3;100;581.9565
WI 8717;25;3;100;591.9565
WI 8717;25;3;100;578.09566
WI 8717;25;3;100;581.9566
WI 8717;25;3;100;591.9566
WI 8719;100;1;100;578.095694
WI 8719;50;3;100;581.95694
WI 8719;50;3;100;591.95694
WI 8721;100;2;50;578.09569
WI 8721;50;4;50;581.9569
WI 8721;50;4;50;591.9569
WI 8721;50;3;100;578.095691
WI 8721;25;3;100;581.95691
WI 8721;25;3;100;591.95691
WI 8721;25;3;100;578.095692
WI 8721;25;3;100;581.95692
WI 8721;25;3;100;591.95692
WI 8721;50;3;100;578.095695
WI 8721;25;3;100;581.95695
WI 8721;25;3;100;591.95695
WI 8723;100;1;100;578.0953
WI 8723;50;3;100;581.953
WI 8723;50;3;100;591.953
WI 8725;100;1;100;578.09567
WI 8725;50;3;100;581.9567
WI 8725;50;3;100;591.9567
WI 8727;100;1;100;578.0955
WI 8727;50;3;100;581.955
WI 8727;50;3;100;591.955
WI 8729;100;1;100;578.09581
WI 8729;50;3;100;581.9581
WI 8729;50;3;100;591.9581
WI 8735;100;1;100;578.0954
WI 8735;50;3;100;581.954
WI 8735;50;3;100;591.954
WI 8737;100;1;100;578.095491
WI 8737;50;3;100;581.95491
WI 8737;50;3;100;591.95491
WI 8737;25;4;25;578.09546
WI 8737;25;4;25;581.9546
WI 8737;25;4;25;591.9546
WI 8739;100;2;50;578.0954
WI 8739;50;4;50;581.954
WI 8739;50;4;50;591.954
WI 8743;100;1;100;578.095493
WI 8743;50;3;100;581.95493
WI 8743;50;3;100;591.95493
WI 8750;100;1;100;578.0959
WI 8750;50;3;100;581.959
WI 8750;50;3;100;591.959
WI 8752;50;3;100;578.09591
WI 8752;25;3;100;581.9591
WI 8752;25;3;100;591.9591
WI 8752;50;3;100;578.09593
WI 8752;25;3;100;581.9593
WI 8752;25;3;100;591.9593
WI 8754;100;2;50;578.0959
WI 8754;50;4;50;581.959
WI 8754;50;4;50;591.959
WI 8754;50;3;100;578.09594
WI 8754;25;3;100;581.9594
WI 8754;25;3;100;591.9594
WI 8754;50;3;100;578.09596
WI 8754;25;3;100;581.9596
WI 8754;25;3;100;591.9596
WI 8754;50;3;100;578.09597
WI 8754;25;3;100;581.9597
WI 8754;25;3;100;591.9597
WI 8758;50;3;100;578.09595
WI 8758;25;3;100;581.9595
WI 8758;25;3;100;591.9595
WI 8758;50;3;100;578.09598
WI 8758;25;3;100;581.9598
WI 8758;25;3;100;591.9598
WI 8758;50;3;100;578.09599
WI 8758;25;3;100;581.9599
WI 8758;25;3;100;591.9599
WI 8765;100;2;25;578.095
WI 8765;50;4;25;581.95
WI 8765;50;4;25;591.95
WI 8767;100;1;100;578.09517
WI 8767;50;3;100;581.9517
WI 8767;50;3;100;591.9517
WI 8769;100;1;100;578.0951
WI 8769;50;3;100;581.951
WI 8769;50;3;100;591.951
WI 8771;100;1;100;578.09519
WI 8771;50;3;100;581.9519
WI 8771;50;3;100;591.9519
WI 8773;100;1;100;578.0952
WI 8773;50;3;100;581.952
WI 8773;50;3;100;591.952
WI 8775;100;2;50;578.09512
WI 8775;50;4;50;581.9512
WI 8775;50;4;50;591.9512
WI 8775;25;3;100;578.095125
WI 8775;25;3;100;581.95125
WI 8775;25;3;100;591.95125
WI 8775;25;3;100;578.095126
WI 8775;25;3;100;581.95126
WI 8775;25;3;100;591.95126
WI 8775;25;3;100;578.095229
WI 8775;25;3;100;581.95229
WI 8775;25;3;100;591.95229
WI 8775;50;3;100;578.0951249
WI 8775;50;3;100;581.951249
WI 8775;50;3;100;591.951249
WI 8810;100;1;100;578.096
WI 8810;50;3;100;581.96
WI 8810;50;3;100;591.96
WI 8815;100;2;50;578.096
WI 8815;50;4;50;581.96
WI 8815;50;4;50;591.96
WI 8815;50;3;100;578.0961
WI 8815;25;3;100;581.961
WI 8815;25;3;100;591.961
WI 8815;50;4;50;578.0962
WI 8815;25;4;50;581.962
WI 8815;25;4;50;591.962
WI 8815;50;3;100;578.0964
WI 8815;25;3;100;581.964
WI 8815;25;3;100;591.964
WI 8815;50;3;100;578.0965
WI 8815;25;3;100;581.965
WI 8815;25;3;100;591.965
WI 8817;100;1;100;578.0964
WI 8817;50;3;100;581.964
WI 8817;50;3;100;591.964
WI 8819;100;1;100;578.0965
WI 8819;50;3;100;581.965
WI 8819;50;3;100;591.965
WI 8821;100;1;100;578.09611
WI 8821;50;3;100;581.9611
WI 8821;50;3;100;591.9611
WI 8823;100;1;100;578.09612
WI 8823;50;3;100;581.9612
WI 8823;50;3;100;591.9612
WI 8825;100;2;50;578.0962
WI 8825;50;4;50;581.962
WI 8825;50;4;50;591.962
WI 8825;50;3;100;578.09621
WI 8825;25;3;100;581.9621
WI 8825;25;3;100;591.9621
WI 8825;50;3;100;578.09622
WI 8825;25;3;100;581.9622
WI 8825;25;3;100;591.9622
WI 8825;50;3;100;578.09623
WI 8825;25;3;100;581.9623
WI 8825;25;3;100;591.9623
WI 8830;50;4;50;578.0966
WI 8830;50;4;50;581.966
WI 8830;50;4;50;591.966
WI 8834;100;1;100;578.09661
WI 8834;50;3;100;581.9661
WI 8834;50;3;100;591.9661
WI 8835;100;2;50;578.09662
WI 8835;50;4;50;581.9662
WI 8835;50;4;50;591.9662
WI 8835;50;3;100;578.096623
WI 8835;25;3;100;581.96623
WI 8835;25;3;100;591.96623
WI 8835;50;3;100;578.096625
WI 8835;25;3;100;581.96625
WI 8835;25;3;100;591.96625
WI 8836;50;3;100;578.096626
WI 8836;25;3;100;581.96626
WI 8836;25;3;100;591.96626
WI 8836;50;3;100;578.096743
WI 8836;25;3;100;581.96743
WI 8836;25;3;100;591.96743
WI 8837;100;1;100;578.09624
WI 8837;50;3;100;581.9624
WI 8837;50;3;100;591.9624
WI 8837;25;3;100;578.09625
WI 8837;25;3;100;581.9625
WI 8837;25;3;100;591.9625
WI 8837;25;3;100;578.09626
WI 8837;25;3;100;581.9626
WI 8837;25;3;100;591.9626
WI 8837;25;3;100;578.09627
WI 8837;25;3;100;581.9627
WI 8837;25;3;100;591.9627
WI 8837;25;3;100;578.09628
WI 8837;25;3;100;581.9628
WI 8837;25;3;100;591.9628
WI 8837;25;3;100;578.09629
WI 8837;25;3;100;581.9629
WI 8837;25;3;100;591.9629
WI 8839;50;4;50;578.0966
WI 8839;50;4;50;581.966
WI 8839;50;4;50;591.966
WI 8839;50;4;50;578.0967
WI 8839;50;4;50;581.967
WI 8839;50;4;50;591.967
WI 8840;50;3;100;578.09663
WI 8840;25;3;100;581.9663
WI 8840;25;3;100;591.9663
WI 8840;50;3;100;578.096651
WI 8840;25;3;100;581.96651
WI 8840;25;3;100;591.96651
WI 8841;50;3;100;578.096652
WI 8841;25;3;100;581.96652
WI 8841;25;3;100;591.96652
WI 8841;50;3;100;578.096657
WI 8841;25;3;100;581.96657
WI 8841;25;3;100;591.96657
WI 8842;50;3;100;578.09664
WI 8842;25;3;100;581.9664
WI 8842;25;3;100;591.9664
WI 8842;50;3;100;578.096662
WI 8842;25;3;100;581.96662
WI 8842;25;3;100;591.96662
WI 8843;50;3;100;578.096668
WI 8843;25;3;100;581.96668
WI 8843;25;3;100;591.96668
WI 8843;50;3;100;578.09667
WI 8843;25;3;100;581.9667
WI 8843;25;3;100;591.9667
WI 8844;100;1;100;578.09668
WI 8844;50;3;100;581.9668
WI 8844;50;3;100;591.9668
WI 8845;100;1;100;578.09669
WI 8845;50;3;100;581.9669
WI 8845;50;3;100;591.9669
WI 8846;100;1;100;578.096711
WI 8846;50;3;100;581.96711
WI 8846;50;3;100;591.96711
WI 8847;50;3;100;578.096718
WI 8847;25;3;100;581.96718
WI 8847;25;3;100;591.96718
WI 8847;50;3;100;578.096721
WI 8847;25;3;100;581.96721
WI 8847;25;3;100;591.96721
WI 8849;100;1;100;578.096741
WI 8849;50;3;100;581.96741
WI 8849;50;3;100;591.96741
WI 8850;50;3;100;578.096724
WI 8850;25;3;100;581.96724
WI 8850;25;3;100;591.96724
WI 8850;50;3;100;578.096751
WI 8850;25;3;100;581.96751
WI 8850;25;3;100;591.96751
WI 8851;100;1;100;578.09673
WI 8851;50;3;100;581.9673
WI 8851;50;3;100;591.9673
WI 8852;50;4;50;578.0967
WI 8852;50;4;50;581.967
WI 8852;50;4;50;591.967
WI 8854;50;3;100;578.0963
WI 8854;25;3;100;581.963
WI 8854;25;3;100;591.963
WI 8854;50;3;100;578.09677
WI 8854;25;3;100;581.9677
WI 8854;25;3;100;591.9677
WI 8856;100;1;100;578.096762
WI 8856;50;3;100;581.96762
WI 8856;50;3;100;591.96762
WI 8857;100;1;100;578.096761
WI 8857;50;3;100;581.96761
WI 8857;50;3;100;591.96761
WI 8858;100;1;100;578.096757
WI 8858;50;3;100;581.96757
WI 8858;50;3;100;591.96757
WI 8859;100;1;100;578.09678
WI 8859;50;3;100;581.9678
WI 8859;50;3;100;591.9678
WI 8860;100;1;100;578.0968
WI 8860;50;3;100;581.968
WI 8860;50;3;100;591.968
WI 8862;100;1;100;578.09679
WI 8862;50;3;100;581.9679
WI 8862;50;3;100;591.9679
WI 8864;100;1;100;578.096897
WI 8864;50;3;100;581.96897
WI 8864;50;3;100;591.96897
WI 8866;100;1;100;578.096894
WI 8866;50;3;100;581.96894
WI 8866;50;3;100;591.96894
WI 8868;100;1;100;578.096891
WI 8868;50;3;100;581.96891
WI 8868;50;3;100;591.96891
WI 8870;100;1;100;578.096883
WI 8870;50;3;100;581.96883
WI 8870;50;3;100;591.96883
WI 8872;100;1;100;578.096881
WI 8872;50;3;100;581.96881
WI 8872;50;3;100;591.96881
WI 8874;100;2;50;578.0968
WI 8874;50;4;50;581.968
WI 8874;50;4;50;591.968
WI 8874;100;2;50;578.09682-578.09687
WI 8874;50;4;50;581.9682-581.9687
WI 8874;50;4;50;591.9682-591.9687
WI 8874;25;3;100;578.096885
WI 8874;25;3;100;581.96885
WI 8874;25;3;100;591.96885
WI 8874;25;3;100;578.096887
WI 8874;25;3;100;581.96887
WI 8874;25;3;100;591.96887
WI 8876;50;3;100;578.094698
WI 8876;25;3;100;581.94698
WI 8876;25;3;100;591.94698
WI 8876;50;3;100;578.09649
WI 8876;25;3;100;581.9649
WI 8876;25;3;100;591.9649
WI 8876;50;3;100;578.096658
WI 8876;25;3;100;581.96658
WI 8876;25;3;100;591.96658
