fromNotation;toNotation
616.0472;WW 4250
616.0472;YG 6900 - YG 6999
616.0473;YG 7400 - YG 7499
616.0473;YD 3022
616.0473;XI 6800 - XI 6899
616.0473;XG 4300 - XG 4399
616.0475;YC 1400 - YC 1499
616.0475;YI 4500 - YI 5999
616.0478;YB 5200 - YB 5299
616.07;XG
616.08;CU 5500
616.08;YH 8000 - YH 8099
616.09;XF 1230
616.09;YV 1500 - YV 2099
616.1;YB 9400 - YB 9499
616.1;YB 9200 - YB 9299
616.1;YB 9100 -YB 9199
616.1;YB 3000 - YB 9399
616.1;YC 1400 - YC 1499
616.1;YB 9500 - YB 9599
616.2;YB 5700
616.2;YB 5900
616.2;YB 6300
616.3;YC 5800 - YC 5899
616.3;YC 5700 - YC 5799
616.3;YC 5600 - YC 5699
616.3;YC 5400 - YC 5499
616.3;YC 5300 - YC 5399
616.4;YC 7944
616.4;YC 3000 - YC 4499
616.4;YC 2900 - YC 2999
616.4;YC 2700 - YC 2799
616.4;YC 2600 - YC 2699
616.4;YC 2500 - YC 2599
616.4;YC 2400 - YC 2499
616.4;XE 8700 - XE 8799
616.5;YF 4800 - YF 4899
616.5;YF 4700 - YF 4799
616.5;YF 4500 - YF 4599
616.5;YF 3800
616.5;YF 3100
616.5;YF 3000 - YF 3099
616.5;YF 2800 - YF 2899
616.5;YF 2300 - YF 2399
616.5;XE 9500 - XE 9599
616.6;YK 9100 - YK 9199
616.6;YK 9000 - YK 9099
616.6;YK 8900 - YK 8999
616.6;YK 8800 - YK 8899
616.6;YK 8700 - YK 8799
616.6;YK 8600 - YK 8699
616.6;YK 8500 - YK 8599
616.6;YK 8400 - YK 8499
616.6;YK 8300 - YK 8399
616.6;YK 8200 - YK 8299
616.7;YK 2200 - YK 2299
616.7;YK 2300 - YK 2399
616.7;YK 2400 - YK 2499
616.7;YK 2500 - YK 2599
616.7;YK 2100 - YK 2199
616.7;YK 2000 - YK 2099
616.7;YG 6300 - YG 6399
616.7;YE 6500 - YE 6599
616.7;XH 7650 - XH 7678
616.7;XE 9000 - XE 9099
616.8;YQ 7300 - YQ 7399
616.8;YK 5800 - YK 6999
616.8;YH 6100 - YH 6199
616.8;YG 1600 - YG 7499
616.8;CZ 3000
616.8;CU 5000
616.8;CU 4000
616.8;CU 3000
616.8;CU 2000
616.91;XD 7000 - XD 8599
616.91;XF 4191
616.91;YD 6100 - YD 8500
616.92;YD 2000 - YD 4599
616.92;XF 4191
616.92;XD 4400 - XD 6800
616.93;YD 9100 - YD 9699
616.93;YD 3600 - YD 3699
616.93;YD 3400 - YD 3499
616.93;YD 3100 - YD 3199
616.93;YD 2600 - YD 2699
616.93;YD 2400 - YD 2499
616.94;YD 3000 - YD 3099
616.95;YD 9100 - YD 9699
616.95;YD 5100 - YD 5899
616.95;YD 1850 - YD 1878
616.95;XG 4900 - XG 4999
616.96;XD 8800 - XD 9899
616.96;YD 5100 - YD 5899
616.96;YD 9700 - YD 9999
616.97;YQ 2300 - YQ 2399
616.97;YC 9300 - YC 9399
616.97;XG 4400 - XG 4499
616.97;XD 2800 - XD 3699
616.97;QX 700
616.98;XG 2900 - XG 2999
616.98;XG 2800 - XG 2899
616.98;XG 2500 - XG 2599
616.98;XE 7500 - XE 9799
616.98;XC 4100 - XC 4199
616.99;XH 1500 - XH 5499
616.99;YC 9300 - YC 9399
616.99;YD 3700 - YD 3799
616.99;YE
617;YO
617;YP
617;YH
617;YI
617;YK
617;YN
 617.001 - 617.5;YI
617.0231;YI 1600 - YI 3299
617.0232;YI 1600 - YI 3299
617.0233;YI 1600 - YI 3299
617.02332;YI 1600 - YI 3299
617.024;YI 2400 - YI 2499
617.026;YI 2700 - YI 2799
617.03;MS 6470
617.03;YB 2800 - YB 2899
617.03;CW 6600
617.03;ZX 9560 - ZX 9569
617.03;YU 3000 - YU 3299
617.033;CW 6700
617.05;YV 2000 - YV 2099
617.05;YV 1700 - YV 1799
617.057;YV 2000 - YV 2099
617.057;YR 1700 - YR 1799
617.057;YK 6600 - YK 6699
617.057;YI 8500 - YI 8599
617.057;YI 8100 - YI 8199
617.057;YI 1700 - YI 1799
617.058;YI 1700 - YI 1799
617.06;YB 2700 - YB 2799
617.06;ZX 9800 - ZX 9880
617.06;YT 8000 - YT 9599
617.06;VS 9450 - VS 9459
617.06;YB 2600 - YB 2699
617.06;YE 2200 - YE 2299
617.06;YG 2600 - YG 2699
617.06;YG 2700 - YG 2799
617.06;YH 7600 - YH 8099
617.07;XG
617.075;YC 3400 - YC 3499
617.1;XG 4300 - XG 4399
617.1;YI 3300 - YI 4399
617.1;YI 4300 - YI 4399
617.1;YI 4100 - YI 4199
617.1;ZX 9660 - ZX 9669
617.1;YI 4200 - YI 4299
617.1026;YT 1700 - YT 1799
617.10262;YT 1700 - YT 1799
617.10262;ZX 9670 - ZX 9679
617.1027;ZX 9660 - ZX 9669
617.1027;YI 4300 - YI 4399
617.1027092;ZX 9200 - ZX 9880
617.10275;ZY 5040
617.10276 - 617.10279;ZX 9660-ZX 9669
617.11;YI 4000 - YI 4099
617.12;XG 2800 - XG 2899
617.12;ZN 3020a
617.124;XG 2800 - XG 2899
617.124;YR 1900
617.124;AR 25720
617.124;UQ 7380
617.13;YI 3300 - YI 4399
617.13;XG 4300 - XG 4399
617.14;YI 3300 - YI 4399
617.14;XG 4300 - XG 4399
617.15;YK 4500
617.15;YK 4400
617.15;YK 4000 - YK 5699
617.16;YK 4000 - YK 5699
617.16;YK 3373
617.17;YI 3300 - YI 4399
617.17;ZX 9600 - ZX 9670
617.18;YC 2600 - YC 2699
617.18;YG 5100 - YG 5199
617.18;YI 5100 - YI 5199
617.18;YI 3900 - YI 3999
617.19;YI 3300 - YI 4399
617.6;YP
617.601;YP 2000 - YP 2099
617.605;YP 7000 - YP 7949
617.63;YP 2900
617.64;YP 2100 - YP 2199
617.64;YP 7850 - YP 7949
617.64;YP 8000
617.643;YP 8000
617.643;YP 7850 - YP 7949
617.645;YP 2100 - YP 2199
617.66;YP 7200 - YP 7299
617.67;YP 3400 - YP 3499
617.67;YP 3200
617.672;YP 3400 - YP 3499
617.675;YP 3400 - YP 3499
617.69;YP 5500 - YP 6599
617.690284;YP 5900
617.692;YP 6200 - YP 6299
617.6922;YP 6200 - YP 6299
617.693;YP 7350 - YP 7378
617.695;YP 5900 - YP 6078
617.7;YO
617.71;YO 4100 - YO 4199
617.712;YO 3900 - YO 3999
617.712;YO 4000 - YO 4099
617.713;YO 4423
617.713;YO 4100 - YO 4199
617.715;YO 2000 - YO 2099
617.715;YO 4414
617.715;YO 1900
617.715;YO 1614
617.719;YO 7500 - YO 7599
617.719;YO 7591
617.72;YO 7600 - YO 7699
617.73;YO 8100 - YO 8199
617.73;YO 9000 - YO 9099
617.732;YO 9000 - YO 9099
617.735;YO 8100 - YO 8199
617.741;YO 3200 - YO 3299
617.742;YO 8200 - YO 8299
617.746;YO 8300 - YO 8399
617.75;YO 8100 - YO 8199
617.75;YO 2100 - YO 2199
617.7503;YB 2875
617.752;YO 2100 - YO 2199
617.755;YO 2100 - YO 2199
617.758;YO 3900 - YO 3999
617.759;YO 8100 - YO 8199
617.762;YO 3900 - YO 3999
617.762;YO 7200 - YO 7299
617.762;YO 9000 - YO 9099
617.764;YO 7100 - YO 7199
617.771;YO 7300 - YO 7399
617.772;YO 3100 - YO 3199
617.773;YO 7400 - YO 7499
617.78;YO 8500 - YO 8599
617.780592;YI 6975
617.79;YO 2100 - YO 2199
617.79;YI 6975
617.803;YB 2876
617.81;YN 3200 - YN 3299
617.82;YN 3200 - YN 3299
617.83;YN 6500 - YN 6599
617.84;YN 3300 - YN 3399
617.84059;YI 3100 - YI 3199
617.84059;YI 6976
617.85;YN 3300 - YN 3399
617.86;YN 3100
617.87;YN 3300 - YN 3399
617.88;YN 3500
617.89;YN 6500 - YN 6599
617.89;CP 2500
617.89;ZN 6800
617.89;YN 6600 - YN 6699
617.89;YN 6515
617.89;YN 6000
617.89;YI 3276
617.89;CW 6860
617.9;YI
617.91;YI 1700 - YI 1799
617.91;YI
617.917;YI 1700 - YI 1799
617.917;XC 4000 - XC 4099
617.917;QX 730
617.919;YI 5700 - YI 5799
617.919;VS 8450
617.919;YI 2200 - YI 2299
617.919;YC 2915
617.919;YI 2600 - YI 2699
617.919;YI 5000
617.93;YT 1800 - YT 1899
617.93;VX 8800 - VX 8809
617.952;YI 6100 - YI 7299
617.954;YI 6500 - YI 6599
617.954;YI 6400 - YI 6499
617.956;YI 6400 - YI 6499
617.96;YI 4700
617.96041;YI 5800 - YI 5886
617.96041;YI 4900 - YI 4999
617.96042;YT 1794
617.96092;YI 4500 - YI 5999
617.962;YI 5300
617.964;YI 5600 - YI 5699
617.966;YI 5600 - YI 5699
617.967;YI 5900 - YI 5999
617.9671;YI 5900
617.9671;YI 4735
617.96743;YI 4753
617.96744;YI 4744
617.96746;YI 5864
617.96747;YI 4760
617.96748;YI 4769
617.9676;YI 4797
617.9677;YI 4796
617.9678;YI 4796
617.968;YI 5995
617.968;YI 4795
617.9681;YI 4795
617.9681;YI 5995
617.9682;YI 5995
617.9682;YI 4795
617.97;YI 3000 - YI 3099
617.98;YI 2900 - YI 2999
617.99;YI 2800 - YI 2899
618;YM
618;YQ
618;YB 4800 - YB 5399
618;YN 3100
618.1;YM 1600 - YM 2999
 618.1 - 618.8;YM
618.107;XH 1768
618.107;YM 6500 - YM 6599
618.107;YI 5995
618.107;XH 1795
618.11;YM 4500
618.11043;YM 4500
618.11043;YM 2300 - YM 2399
618.11059;YI 5995
618.11059;YI 3100 - YI 3199
618.12;YM 4600 - YM 4699
618.12059;YM 4623
618.12059;YI 5995
618.12059;YI 3100 - YI 3199
618.14;YM 4100
618.1407545;YM 4123
618.142;YM 4200 - YM 4299
618.144;YM 2300 - YM 2399
618.145;YM 4123
618.145;YI 3100 - YI 3199
618.145;YI 5995
618.15;YM 3800
618.15059;YI 3100 - YI 3199
618.15059;YI 5995
618.15059;YM 3823
618.16;YM 3700 - YM 3799
618.16059;YM 3723
618.17;YM 2500 - YM 2599
618.172;YM 3300 - YM 3399
618.175;YM 3500 - YM 3599
618.17506;YM 3500 - YM 3599
618.178;YM 2500 - YM 2599
618.178059;YM 8000 - YM 8099
618.178059;YM 2523
618.17806;YM 2095
618.17806;YM 2515
618.17806;YM 2068
618.18;YM 8500 - YM 8599
618.182;VS 7800 - VS 7809
618.182;XI 5200 - XI 5299
618.1822;YM 8500 - YM 8599
618.1822;XI 5200 - XI 5299
618.1825;YM 8500 - YM 8599
618.1825;XI 5200 - XI 5299
618.184;YM 8500 - YM 8599
618.184;XI 5200 - XI 5299
618.185;YM 8500 - YM 8599
618.1852;YM 8500 - YM 8599
618.19;YM 3600 - YM 3699
618.19059;XH 8473
618.19059;YI 7100 - YI 7199
618.19059;YM 3623
618.190754;YR 4100
618.1907572;YR 8200 - YR 8299
618.190758;YV 2068
618.2;YM 7000
618.2;YM 5000 - YM 5699
618.2;YM 5700 - YM 8599
618.2025;YT 1795
618.2075;YM 1700
618.2075;YM 5100 - YM 5199
618.2075;YR 8200 - YR 8299
618.24;XC 9064
618.24;YM 6800 - YM 6899
618.242;ZE 43400 - ZE 43499
618.242;YM 6720
618.242;YM 7520
618.242;YT 7168
618.244;YM 6800 - YM 6899
618.25;YM 7300 - YM 7399
618.2507543;YR 2530
618.29;YM 6100
618.29;YM 2400 - YM 2499
618.29;YM 4200 - YM 4299
618.3;YM 6700 - YM 6799
 618.3 - 618.8;YM 7400-YM 7499
 618.3 - 618.8;YM 6700-YM 6799
618.31;YM 6400 - YM 6499
618.32;XG 4600 - XG 4699
618.32;YQ 2500 - YQ 2599
618.32;XG 2200
618.32;WX 6804
618.3204275;YQ 2500 - YQ 2599
618.3206;YQ 2500 - YQ 2599
618.32075;YG 6314
618.32075;YR 8224
618.32075;YQ 2500 - YQ 2599
618.3261;YQ 2535
618.3268;YQ 2569
618.34;WX 6700
618.34;YM 7200 - YM 7299
618.34;YM 6500 - YM 6599
618.36;YC 8195
618.36;YC 8168
618.36;YM 6700 - YM 6799
618.36;YE 2800 - YE 2899
618.361;YM 6735
618.364;YM 6744
618.368;YM 6769
618.39;YM 6100 - YM 6199
618.39;YM 6200 - YM 6299
618.4;YM 7100 - YM 7199
618.42;YM 7100 - YM 7199
618.42;YM 5100 - YM 5199
618.45;YM 7100 - YM 7199
618.5;YM 5600 - YM 5699
618.5;YM 5400 - YM 5499
618.5;YM 5501 - YM 5528
618.54;YM 1600 - YM 2999
618.6;YM 7416
618.7;YH 6200 - YH 6299
618.7;YM 7400 - YM 7499
618.71;YM 7500 - YM 7599
618.74;YM 7400 - YM 7499
618.76;YM 7493
618.79;MS 6000 - MS 6320
618.8;M 5300
618.82;YM 5500 - YM 5599
618.82;YM 7200 - YM 7299
618.85;YM 5500 - YM 5599
618.85;YM 5300
618.85;YM 5600 - YM 5699
618.86;YM 5400 - YM 5499
618.88;YM 6100 - YM 6199
618.9;YB 4800 - YB 5399
618.9;YQ
618.92;YQ
618.9201;YQ 2500 - YQ 2599
618.9201;XF 1900 - XF 1999
618.9202;YQ
618.92044;YQ 5500 - YQ 5599
618.92044;YQ 4524
618.92044;YQ 4526
618.92044;YQ 5000 - YQ 5099
618.92044;YQ 6726
618.920472;YQ 1500
618.920472;YQ 6714
618.920472;YG 6924
618.920478;YQ 4526
618.920478;YQ 4524
618.9209751;YQ 9079
618.9209751;YQ 8579
618.9209751;YQ 8179
618.9209751;YQ 8079
618.9209751;YQ 3179
618.9209751;YQ 4079
618.9209751;YQ 4579
618.9209751;YQ 5079
618.9209751;YQ 5579
618.9209751;YQ 6079
618.9209751;YQ 6679
618.9209751;YQ 6779
618.9209751;YQ 7079
618.9209755;YQ 9082
618.9209755;YQ 8582
618.9209755;YQ 8082
618.9209755;YQ 4582
618.9209755;YQ 5082
618.9209755;YQ 5582
618.9209755;YQ 6082
618.9209755;YQ 6582
618.9209755;YQ 7082
618.9209755;YQ 7582
618.92098;YQ 6000 - YQ 6099
618.92098;YM 6024
618.92098;YM 1698
618.92098;YM 1624
618.921;YB 9224
618.921;YB 9124
618.921;YB 9424
618.921;YB 9524
618.921;YB 9624
618.921;YB 9724
618.921;YB 9824
618.921;YQ 3100 - YQ 3199
618.921;YB 9324
618.9212043;YB 9624
618.9212043;YQ 3100 - YQ 3199
618.921207543;YB 8524
618.92129;YB 9324
618.92129;YQ 3100
618.92132;YC 1424
618.92132;YB 9024
618.92132;YQ 3100 - YQ 3199
618.92132;YB 9724
618.9215;YC 2424
618.9215;YC 2324
618.922;YB 6924
618.922;YQ 3000 - YQ 3099
618.922;YB 6724
618.922;YB 6824
618.922;YB 7024
618.922004636;YQ 3000 - YQ 3099
618.922004636;YB 6715
618.92201;YD 6924
618.92201;YQ 3000 - YQ 3099
618.92204;YQ 3000 - YQ 3099
618.92204;YD 2524
618.92238;YB 6424
618.92238;YQ 3000 - YQ 3099
618.923;YQ 4500 - YQ 4599
618.92313;YD 7000 - YD 7099
618.9232;YQ 4500 - YQ 4599
618.9232;YC 4824
618.9232;YC 5224
618.9233;YC 5124
618.9233;YQ 4500 - YQ 4599
618.923427;YQ 4500 - YQ 4599
618.923427;YD 2724
618.923427;YD 2924
618.92362;YC 5624
618.92362;YC 5524
618.9239;YQ 5000 - YQ 5099
618.9239;YC 6224
618.924;YM 3400 - YM 3499
618.924;YQ 4000 - YQ 4099
618.9241;YQ 3500 - YQ 3599
618.9242;YQ 3500 - YQ 3599
618.92462;YC 6424
618.92462;YQ 5000 - YQ 5099
618.924622;YQ 5000 - YQ 5099
618.924622;YC 6824
618.924622;YC 6424
618.924624;YC 6824
618.924624;YC 6424
618.924624;YQ 5000 - YQ 5099
618.925;YQ 2592
618.925;YF 1624
618.925;YQ 1992
618.925;YQ 2392
618.925;YQ 2492
618.925;YQ 9000 - YQ 9099
618.926;YQ 2694
618.926;YQ 6000 - YQ 6099
618.926;YK 7524
618.9261;YK 7924
618.9261;YQ 6000 - YQ 6099
618.9265;YK 7724
618.9265;YF 6524
618.9265;YM 2424
618.9265;YF 6724
618.9265;YF 6624
618.9265;YF 6124
618.9265;YF 5924
618.9265;YF 5724
618.9265;YF 5024
618.926911;YD 6124
618.927;YK 2600 - YK 2699
618.927;YQ 5500 - YQ 5599
618.927;YK 5024
618.927;YK 2124
618.92748;YG 6224
618.928;YG 6924
618.928;YQ 3193
618.928;YG 7424
618.928;YQ 1993
618.928;YQ 2993
618.928;YG 6324
618.928;YG 5298
618.928;YQ 6500 - YQ 6799
618.928;YG 5224
618.928;YR 8324
618.928;YQ 3093
618.9280475;YK 8024
618.9280475;YK 7624
618.9280475;YQ 6000 - YQ 6099
618.9283;YG 5524
618.928521;CU 3040
618.928521;CU 3100
618.928521;CU 4000
618.928521;CU 8100
618.928521;YH 7424
618.928521;YK 8824
618.928521;YQ 7315
618.928522;CU 3100
618.928522;YQ 7000
618.928522;YH 7024
618.928522;CP 3700
618.928523;CU 3700
618.928523;YH 7400 - YH 7499
618.928523;CU 4000
618.928523;CU 3000
618.928526;CU 3400
618.928526;YC 8124
618.928527;YH 6924
618.928527;CU 3200
618.928527;YH 6224
618.928527;YQ 7000
618.92853;YH 6324
618.92855;ER 850
618.92855;CQ 4000
618.92855;DT 4000
618.92855;YH 4400 - YH 4499
618.92855;ET 255
618.92855;YN 6324
618.92855;YH 4500 - YH 4599
618.92858223;MS 3800
618.92858223;MS 2900
618.9285836;MS 2900
618.928588;YH 4424
618.928588;CQ 3000
618.928588;YQ 7324
618.928588;YK 2324
618.928588;MS 6270
618.928588;YH 4524
618.9285882;YH 6924
618.9285882;YQ 7324
618.9285882;DT 7200 - DT 7209
618.9285883;YH 7324
618.9285884;YQ 7324
618.9285884;YC 3824
618.9285884;YH 6424
618.9285884;CU 8100
618.9285884;CU 5000
618.9285884;CQ 6000
618.9285889;CP 2500
618.9285889;CU 4000
618.9285889;CX 3500
618.9285889;DT 2000
618.9285889;YH 3600 - YH 3699
618.928589;CU 4000
618.928589;YQ 7000
618.928589;CT 3000
618.928619;CW 6940
618.928619;DG 7500
618.928619;DT 1350 - DT 1359
618.928619;MS 6410
618.928619;YH 2824
618.928619;MS 1990
618.92869;DG 7500
618.92869;YH 2824
618.92869;MS 1990
618.92869;MS 6410
618.92869;CW 6940
618.92869;CU 3500
618.92869;MS 6250
618.92869;YH 1524
618.92869;YQ 7000
618.92869;CU 4000
618.92869;CQ 6000
618.92890092;YQ 7000
618.928905;YQ 7000
618.928905;CU 8700
618.928905;YH 4624
618.928905;CU 8200
618.928905;DT 1500 - DT 1509
618.928905;CU 8030
618.928905;CU 8000
618.928905;CU 7500
618.928905;CU 7000
618.928905;CU 5000
618.928905;DT 1600 - DT 1609
618.9289075;CU 5500
618.9289075;CU 6000
618.9289075;CU 8700
618.9289075;DT 7000 - DT 7309
618.9289075;YQ 7324
618.9289075;CS 5500
618.928914;CU 8100
618.928914;CU 8400 - CU 8590
618.928914;CU 8200
618.928914;YH 7924
618.92891652;YH 7924
618.92891652;YQ 7315
618.92891652;CU 8300
618.92891653;YQ 7324
618.92891653;CU 8500
618.92891653;YQ 7315
618.92891653;YH 7924
618.92891653;CU 8550
618.92891653;DT 1320
618.928917092;CU 2000
618.929;YD 1824
618.92914;YD 6824
618.92914;YF 3224
618.92915;YF 3224
618.92915;YD 6224
618.92916;YD 6324
618.9297;YQ 2300 - YQ 2399
618.9298;YC 9224
618.9298;XC 4124
618.92991;YC 9524
618.92991;YC 9224
618.92991;YC 9324
618.92991;YQ 5500 - YQ 5599
618.92994;XH 2300 - XH 2399
618.92994;WX 7504
618.92994;YB 4800 - YB 5399
618.970092;YB 4800 - YB 5399
618.9707;XG 2225
618.976042;XH 5225
618.976042;YK 7925
618.976042;YP 3625
618.976042;YP 4025
618.976042;WX 7504
618.976042;YH 5425
618.976042;XG 2225
618.976042;YG 5525
618.976042;YB 5025
618.976042;YC 4425
618.976042;YC 9225
618.976042;YG 3525
618.976042;YG 3625
618.976042;YH 1525
618.976042;YG 4425
618.976042;YG 4325
618.976042;YG 4025
618.976043;YB 9625
618.976043;XG 2225
618.976043;XG 2425
618.976043;YK 2325
618.976043;YH 2925
618.976043;XH 5225
618.976043;YG 6225
618.976044;YB 5225
618.976044;YB 5200 - YB 5299
618.9760472;YG 6925
618.9760472;WW 4254
618.9760478;YB 5225
618.9761;YB 9925
618.9761;YB 9825
618.9761;YB 9625
618.9761;YB 9525
618.9761;YB 9425
618.9761;YB 9325
618.9761;YB 9225
618.9761;YB 9125
618.97612;YB 7425
618.9762;YB 6625
618.9762;YB 7025
618.9762;YB 6925
618.9762;YB 6825
618.9762;YB 6725
618.9763;YC 8225
618.9763;YC 8125
618.9763;YC 7925
618.9763;YC7825
618.9763;YC 7525
618.9763;YC 7425
618.9763;YC 6425
618.9763;YC 6325
618.9763427;YB 4325
618.9763427;YC 4825
618.9763427;YC 5325
618.9763427;YD 2725
618.9763427;YD 3225
618.9763428;YC 5325
618.9764;YC 3225
618.97641;YC 1825
618.97642;YC 1025
618.97642;YC 1525
618.9765;YF 2325
618.976546;YF 4725
618.976547;YF 4725
618.9766;YK 7525
618.97665;YF 5025
618.97665;YD 1850 - YD 1878
618.9767;YK 2525
618.9767;YK 2025
618.9767;YK 2125
618.9767;YK 2225
618.9767;YK 2325
618.9767;YK 2425
618.9768;CQ 7400
618.9768;YH 5425
618.9768;YG 4000 - YG 4099
618.9769;YD 1825
618.97698;XC 4125
618.97698;AR 16100
618.976994;XH 2400 - XH 2499
618.97703;ZX 9560 - ZX 9569
618.97703;YB 2825
618.97703;YU 3025
618.9775;YB 4882
618.9775;YB 4883
618.9775;YB 4884
618.9775;YB 4880
618.9775;YB 4881
618.9775;YB 4879
618.9777;YO 4300 - YO 4399
618.9778;YN 6525
618.978;YM 2425
618.9781;YM 4725
618.9781;YM 4625
618.9781;YM 4525
618.9781;YM 4325
618.9781;YM 4225
618.9781;YM 4125
618.9781;YM 4025
618.9781;YM 3725
618.9781;YM 3625
618.9781;YM 3525
618.9781;YM 3325
618.9781;YM 3825
619;WC 6300
619;WF 9700 - WF 9795
619;XC 2812
619;XI 2500 - XI 2599
619;YI 1900 - YI 1999
