fromNotation;toNotation
11281-4;4246729-9
13148-3;4064898-9
13177-3;4060048-8
15925-1;4030550-8
14300-4;4128915-8
29969-4;4171681-4
10733-0;4131675-7
13305-6;4066807-1
14788-4;4387668-7
16156-3;4181926-3
13723-2;4029578-3
18887-3;4055897-6
11498-0;4200331-3
13252-1;4364048-5
12823-3;4140128-1
15105-4;4237427-3
12972-0;4194787-3
10854-2;4003836-1
15696-4;4129108-6
10077-1;4228433-8
12717-2;4131844-4
12717-2;4004942-5
14732-3;4022690-6
12192-5;4045283-9
12192-5;4043368-7
12845-0;4189650-6
14328-3;4052673-2
16743-2;4183388-0
14487-4;4034610-9
29550-6;7520052-1
13277-6;4116579-2
13572-4;4062983-1
10786-0;4163279-5
15881-2;4031178-8
10460-2;4047364-8
28683-6;4022349-8
29685-4;4265329-0
29525-5;4443989-1
16267-1;4008784-0
13475-2;4127365-5
13475-2;4126928-7
18103-0;4161609-1
12705-2;4026801-9
10641-5;4213502-3
18013-1;4012183-5
18129-3;4205723-1
13360-5;4127998-0
29569-6;4112598-8
19185-2;4461711-2
15463-6;4139583-9
19181-3;4136831-9
12170-1;4123429-7
13244-0;4183580-3
13357-1;4040795-0
18932-3;4120719-1
11648-0;4113322-5
12497-4;4371396-8
10011-3;4241839-2
10011-3;4264525-6
10011-3;4129883-4
10011-3;4164809-2
10011-3;4014709-5
10011-3;4235035-9
10011-3;4135474-6
10011-3;4292888-6
10011-3;4474283-6
10011-3;4032579-9
10011-3;4027148-1
10011-3;4138760-0
10011-3;4507265-6
10011-3;4198289-7
10011-3;4189640-3
10011-3;4162680-1
10011-3;4126649-3
10011-3;4278356-2
10011-3;4203972-1
10011-3;4264901-8
10011-3;4121246-0
10011-3;4049298-9
10011-3;4133664-1
10011-3;4376388-1
13397-3;4044737-6
19114-4;4329391-8
16579-3;4077628-1
27683-4;4125453-3
13077-0;4128679-0
11434-5;4040629-5
11434-5;4352849-1
12820-2;4134287-2
15415-3;4033888-5
18181-1;4066410-7
10438-2;4132628-3
10438-2;7637436-1
15073-5;4055746-7
18397-6;4418986-2
15971-1;4115710-2
10512-2;4063234-9
15909-6;4006287-9
12563-3;4121463-8
26882-3;4074722-0
19397-1;4329851-5
14035-4;4030329-9
12997-5;4150816-6
11059-5;4055722-4
18929-6;4127335-7
13080-4;4126655-9
18011-5;4201191-7
14437-5;4040392-0
11305-2;4026139-6
11305-2;4002641-3
18444-2;4071808-6
11293-4;4144778-5
20442-5;4456325-5
11158-3;4024842-2
18975-6;4608796-5
18975-6;4497164-3
11271-0;4199060-2
19839-2;4078570-1
11812-6;4014736-8
29570-0;1038393523
28089-4;4212483-9
15755-0;4179239-7
11336-5;4168091-1
10658-2;4162131-1
29832-3;4036037-4
14728-1;4003115-9
10985-1;4129671-0
10985-1;4129669-2
10830-2;4057433-7
29988-0;1033604003
10020-2;4056023-5
15712-4;4079583-4
12976-6;4048190-6
18907-2;4023796-5
11248-2;4196658-2
11248-2;4113578-7
16353-1;4079009-5
10486-5;4001863-5
10486-5;4068576-7
10836-4;4304066-4
10836-4;4134749-3
10836-4;4114376-0
10836-4;4374352-3
10836-4;4673421-1
10836-4;4219241-9
10836-4;4050897-3
10836-4;4615819-4
10836-4;4191747-9
10836-4;4235580-1
10836-4;4425084-8
10836-4;4641869-6
10836-4;4425079-4
10836-4;4269224-6
10836-4;4616736-5
10836-4;4615818-2
10836-4;4218382-0
10836-4;4283947-6
10836-4;4201764-6
10836-4;4301245-0
10836-4;4603665-9
10836-4;4162245-5
10836-4;4016020-8
10836-4;4332241-4
10836-4;4301757-5
10836-4;4425082-4
10836-4;1036689859
10836-4;4609869-0
10836-4;4209152-4
10836-4;4130991-1
10836-4;4603666-0
18809-2;4034271-2
15460-5;4528827-6
15981-5;4126493-9
15220-4;4037612-6
18450-0;4190621-4
24708-1;4528977-3
24708-1;4146889-2
19634-6;4002827-6
14158-2;4017269-7
14158-2;4696250-5
14775-6;4154505-9
11101-4;4182654-1
10784-4;4023232-3
16191-1;4139137-8
19217-1;4161342-9
29853-2;4185785-9
29853-2;4033927-0
29663-0;4063042-0
13701-5;4123314-1
18653-0;4184654-0
14534-0;4123557-5
19595-4;4408694-5
13010-4;4175406-2
14923-3;4187009-8
11496-4;4124773-5
18278-0;4064596-4
19188-3;4137371-6
10110-1;4127097-6
10564-4;4124859-4
29679-6;7673876-0
11197-0;4024098-8
18557-3;4270637-3
19395-5;4140844-5
14141-5;4177757-8
28952-5;4137788-6
16110-6;4057431-3
10621-4;4027461-5
13564-3;4272352-8
29615-4;4257369-5
29615-4;4257143-1
30040-5;1026941148
13343-5;4017909-6
19628-1;4041414-0
18356-6;4133063-8
14804-4;4334387-9
13011-2;4129132-3
29838-5;4053168-5
15340-1;4129903-6
27104-4;4214151-5
14960-4;4202972-7
13658-1;4169187-8
13658-1;4068939-6
15520-6;4185966-2
18788-5;4149173-7
18788-5;4425811-2
16340-3;4044685-2
13525-6;4151496-8
14957-0;4304230-2
19241-4;4128259-0
15775-1;4061655-1
18492-5;4002851-3
12119-1;4124562-3
18169-5;4006230-2
14906-3;4168470-9
16717-3;4127749-1
19627-3;4060131-6
13095-5;4179824-7
13095-5;4467828-9
12165-1;4069386-7
11507-4;4120485-2
18068-4;4048833-0
12573-0;4121462-6
19014-1;4002405-2
13600-4;4155619-7
15498-1;4024772-7
12210-1;4137411-3
19457-2;4031110-7
14135-0;4019681-1
11447-3;4156421-2
20497-1;4343519-1
30060-6;4134792-4
20241-1;4463036-0
11713-1;4146845-4
14294-1;4145879-5
10169-3;4112565-4
10996-3;4137896-9
18719-3;4069130-5
18719-3;4337888-2
29948-5;4316989-2
14794-2;4179891-0
19458-0;4070548-1
16724-6;4058129-9
10944-1;4192823-4
13341-2;4002859-8
13364-4;4059702-7
14205-5;4163054-3
14205-5;4051413-4
11370-5;4016172-9
11370-5;4132417-1
13393-4;4030702-5
13393-4;4163900-5
10838-0;4246784-6
10838-0;4304232-6
10838-0;4299974-1
10838-0;4026665-5
10838-0;4015185-2
10838-0;4711965-2
10838-0;4777281-5
10838-0;4388073-3
10838-0;4233054-3
10838-0;4603696-9
10838-0;4204793-6
10838-0;4209153-6
10838-0;4219243-2
10838-0;4436780-6
10838-0;4299976-5
10838-0;4252364-3
10838-0;4377804-5
10838-0;4316765-2
10838-0;4196013-0
10838-0;4301244-9
10838-0;4299972-8
10838-0;4603699-4
10838-0;4299975-3
10838-0;4303572-3
10838-0;4308857-0
18958-6;4205149-6
29655-6;7568734-3
13699-1;4141730-6
18076-5;4163511-5
16788-1;4120488-8
16788-1;4132784-6
13496-1;4054385-7
12963-1;4006757-9
16363-5;4167551-4
19810-5;4293034-0
10022-5;4117280-2
12643-5;4220570-0
18279-5;4062670-2
19746-2;4145244-6
14461-1;4116564-0
10975-4;4043214-2
10975-4;4233109-2
29596-3;4165458-4
13486-4;4033994-4
11049-1;4266708-2
11490-2;4067850-7
13499-2;4125127-1
29897-3;4299509-7
13541-1;4029459-6
14337-2;4165864-4
20104-4;4764048-0
10324-3;4502326-8
15708-2;4006292-2
12297-5;4050856-0
11987-6;4056775-8
13667-0;4016854-2
15677-1;4062781-0
11718-5;4043179-4
15907-3;4003725-3
13350-1;4066573-2
13753-0;4190931-8
12491-2;4154493-6
12974-3;4014228-0
10736-1;4017520-0
18069-2;4164199-1
18188-1;4190930-6
29933-4;4045660-2
19398-6;4055001-1
14464-2;4004687-4
27928-0;7729186-4
18614-3;4162070-7
14824-5;4137152-5
10051-5;4172486-0
19356-1;4161424-0
14962-0;4185477-9
15023-6;4138256-0
12419-3;4206570-7
13670-4;4067510-5
11703-4;4125519-7
18198-5;4020792-4
19396-3;4328537-5
11494-1;4161661-3
12042-3;4008807-8
29236-5;4423007-2
13209-2;4022201-9
13209-2;4699900-0
13209-2;4180079-5
19023-0;4121128-5
19023-0;4064432-7
18994-2;4063197-7
18915-3;4024153-1
14914-4;4133704-9
15643-4;4018968-5
29766-4;4144763-3
20756-3;4194151-2
11665-0;4163933-9
11665-0;4494342-8
13813-1;4073750-0
14146-2;4128660-1
19847-3;4019741-4
11771-1;4014843-9
29381-3;4125287-1
13818-5;4063177-1
21072-0;4121863-2
19481-5;7547705-1
19697-3;4019993-9
19802-4;4226008-5
14473-1;4193392-8
14473-1;4377480-5
14125-3;4054289-0
12120-2;4137305-4
12794-5;4047118-4
18090-4;4061212-0
19829-5;4066442-9
19803-2;4233947-9
16292-2;4046584-6
10411-1;4113786-3
29763-3;4005565-6
14343-0;4063120-5
19405-0;4057399-0
28128-6;4128271-1
10161-5;4131868-7
18391-4;4157824-7
18301-3;4152829-3
18301-3;4224520-5
10556-3;4200014-2
29889-2;4203980-0
29591-6;1025171373
30033-2;4144091-2
10166-2;4137512-9
14930-6;4114277-9
11702-6;4168085-6
11702-6;7565724-7
11702-6;4057476-3
11547-6;4057399-0
14301-2;4037315-0
15806-2;4132883-8
10064-3;4065443-6
13278-4;4130207-2
13278-4;4227329-8
13278-4;4059360-5
13316-1;7754417-1
13316-1;4018636-2
11787-0;4115638-9
16517-4;4178711-0
15477-2;4205948-3
14897-6;4059482-8
14743-5;4128631-5
14743-5;4130880-3
19013-3;4047686-8
13097-1;4329405-4
29607-3;4023819-2
15657-0;4035964-5
11912-2;4121557-6
18229-6;4324135-9
19470-3;4164786-5
19404-2;4403593-7
19404-2;4191036-9
14480-4;4113826-0
14480-4;4039232-6
13301-0;4012178-1
13301-0;4258813-3
19583-4;4062355-5
12153-1;4047385-5
16203-6;4190292-0
12281-6;4372655-0
12281-6;4114047-3
12281-6;7706557-8
13714-3;4000947-6
13656-5;4029109-1
29645-2;4114038-2
18089-3;4052370-6
15769-3;4061643-5
16754-4;4026899-8
15076-6;4066517-3
19520-0;4159002-8
19150-0;4137346-7
29951-2;4274900-1
15075-1;4249243-9
13570-1;4062962-4
13336-2;4070300-9
18939-3;4224130-3
10891-3;4133311-1
13023-2;4067575-0
13430-3;4000764-9
18599-1;4022863-0
10626-1;4066410-7
10626-1;4190078-9
16532-1;7746078-9
16532-1;4473984-9
12087-2;4132369-5
12370-0;4129201-7
11907-2;4126523-3
16497-5;4019411-5
16497-5;4534206-4
18880-3;4343456-3
18880-3;4339554-5
12425-1;4193410-6
14438-3;4123857-6
14124-5;4039264-8
14124-5;4249080-7
15066-2;4182962-1
12489-3;4065660-3
19653-2;4742864-8
13205-3;4154475-4
13205-3;4755116-1
10346-0;4027406-8
16760-2;4128313-2
16760-2;4006465-7
18767-6;4303691-0
14538-6;4045869-6
11398-4;4006672-1
14335-6;4003949-3
13214-2;4140745-3
11560-0;4063255-6
11560-0;4033125-8
19303-1;4285422-2
29646-0;4225783-9
11042-1;4129419-1
18170-6;4006684-8
16761-0;4120588-1
29938-1;4074486-3
29658-0;4838541-4
11751-0;4063086-9
18928-1;4623124-9
30035-5;4021569-6
18607-0;4154771-8
18584-0;4184545-6
15267-6;4240945-7
13238-2;4396444-8
12727-6;4054609-3
14964-3;4017499-2
14396-0;4016284-9
12249-2;4135348-1
12907-4;4247924-1
13179-6;4064700-6
15887-4;4038301-5
14212-1;4144507-7
11284-5;4142874-2
18176-1;4026596-1
10463-3;4048499-3
19781-0;4139819-1
10138-0;4732699-2
14507-3;4157005-4
29617-0;7679382-5
12504-5;4120442-6
12504-5;4132106-6
12504-5;4175801-8
19824-1;4065842-9
30067-6;4114513-6
29915-6;4056989-5
19445-2;4246661-1
15429-6;4058812-9
12524-6;4059329-0
19491-2;4127448-9
14190-6;4004989-9
14309-0;4137453-8
10978-5;4047113-5
10978-5;4141434-2
10978-5;4077774-1
27675-3;7542673-0
18376-0;4224128-5
14129-2;4126999-8
29958-2;4702232-2
11213-0;4239454-5
19694-2;4135668-8
15598-4;4252600-0
15598-4;4072806-7
14422-4;4169957-9
13128-2;4005382-9
30043-6;4126002-8
29806-4;4214870-4
11820-0;4026860-3
11545-3;4139234-6
18067-6;4183191-3
18067-6;4022898-8
13862-2;4450741-0
12648-2;4037937-1
18260-5;4208106-3
14442-5;4066762-5
11863-3;4447056-3
12821-0;4189110-7
12821-0;4139594-3
11963-6;4206287-1
14182-5;4030318-4
18209-5;4016222-9
12036-5;4078604-3
12036-5;4321280-3
27839-6;4195380-0
12565-6;4121466-3
19762-4;4062386-5
10202-3;4037644-8
19106-3;4134617-8
11554-2;4043136-8
11554-2;4207825-8
29648-3;4314594-2
13665-4;4050963-1
13575-5;4168244-0
12253-4;4032951-3
19484-6;4015366-6
19484-6;4007367-1
15416-1;4038662-4
13569-0;4187827-9
10162-3;4120990-4
13729-4;4114025-4
14087-6;4156898-9
11596-0;4043173-3
18117-3;4200199-7
11553-4;4129789-1
13662-3;4038463-9
14094-2;4132070-0
11349-3;4059069-0
11349-3;4031384-0
11349-3;4078791-6
11910-6;4121573-4
13398-1;4023744-8
13587-5;4062987-9
19578-4;4020772-9
16544-1;4055765-0
11067-6;4066437-5
29857-1;4002257-2
11187-3;4130587-5
14082-2;4136670-0
19738-1;4032089-3
14817-2;4735349-1
14817-2;4158550-1
12922-1;4050434-7
16687-0;4066514-8
14545-2;4214547-8
19120-2;4194719-8
18126-2;4137961-5
11906-4;4161613-3
18108-4;4787550-1
18108-4;4998311-8
18108-4;4203673-2
18879-2;4226282-3
11070-3;4068799-5
13003-1;4123505-8
18687-4;4134691-9
18687-4;4120856-0
18687-4;4571063-6
16723-1;4055876-9
13395-0;4131014-7
13157-2;4157182-4
10930-5;4503467-9
10930-5;4802019-9
14130-3;4066895-2
14397-5;4032761-9
11642-5;4183215-2
24847-1;4285859-8
24847-1;4220614-5
19624-2;4186634-4
10757-0;4180480-6
13528-0;4112767-5
12981-6;4131791-9
12981-6;4008054-7
12142-6;4328165-5
11354-3;4145482-0
13511-3;4062901-6
19616-1;4073860-7
19616-1;4169244-5
19537-4;4336383-0
11192-3;4016624-7
14181-0;4187153-4
14181-0;4130318-0
14181-0;4136381-4
15961-4;4127674-7
12757-4;4175805-5
12966-2;4072564-9
18782-3;4160204-3
16639-4;4134319-0
11170-6;4136709-1
19146-5;4146446-1
11299-6;4005964-9
15899-4;4189606-3
11651-4;4015116-5
10276-2;4076351-1
13283-4;4004436-1
16275-2;4046526-3
20817-2;4360045-1
19534-3;4214965-4
13295-4;4128830-0
10909-3;4175636-8
26942-4;4076308-0
13053-0;4260022-4
16597-1;4055898-8
16229-2;4041251-9
16440-6;4062875-9
11589-4;4139179-2
18689-0;4270320-7
19557-5;4047425-2
14346-1;4318785-7
14346-1;4143693-3
29612-3;4133196-5
18156-0;106402565X
16246-2;4011413-2
11979-5;4069106-8
11979-5;4056763-1
11979-5;7532090-3
16422-1;4054573-8
16422-1;4121814-0
15751-1;4113467-9
13084-3;4136637-2
15937-1;4013630-9
29713-4;7506847-3
11365-5;4227654-8
11365-5;4006141-3
10687-2;4175527-3
13509-4;4185904-2
11660-3;4159252-9
18991-1;4167040-1
19752-0;4510173-5
14163-2;4038315-5
15778-2;4136599-9
27687-3;4056431-9
19409-6;4123111-9
15472-5;4022393-0
15472-5;7596388-7
15472-5;4158442-9
12056-6;4032356-0
11087-0;4130866-9
10637-3;4131855-9
12806-3;4136439-9
18841-6;4156647-6
18251-6;4043687-1
12177-1;4539658-9
12177-1;4006171-1
12177-1;4150438-0
26344-3;4120776-2
26344-3;4040921-1
19515-0;4128404-5
19163-5;4057952-9
20341-4;4673954-3
11260-5;4234597-2
28954-1;7555119-6
13308-0;4072636-8
13308-0;4275780-0
11680-4;4135545-3
19620-3;4013248-1
14236-1;4039441-4
14236-1;4184386-1
14236-1;4152966-2
14236-1;4179714-0
14236-1;4074836-4
14236-1;4132860-7
14236-1;4154913-2
19424-3;4269056-0
13716-6;4802206-8
13716-6;4146195-2
13716-6;4462744-0
19785-6;4045687-0
11199-3;4073043-8
11238-5;4126724-2
11238-5;4261476-4
13245-5;4131831-6
10722-5;4064152-1
10722-5;4131291-0
15669-0;4045956-1
14066-0;4164618-6
18831-2;4020011-5
29231-1;4509863-3
29231-1;4121737-8
29231-1;4497457-7
12263-1;4189054-1
18698-6;4032941-0
14392-1;4135460-6
29182-2;4639271-3
29182-2;7548364-6
13828-2;4063173-4
11352-0;4001267-0
16651-0;4055429-6
15599-2;4070085-9
15599-2;4314339-8
18625-5;4204658-0
10450-5;4131708-7
12313-5;4367663-7
12313-5;4699643-6
19279-0;4164094-9
19279-0;4188509-0
11840-1;4074781-5
11603-1;4031870-9
12273-5;4013776-4
16026-2;4069720-4
16286-4;4136263-9
11932-3;4121720-2
12294-4;4191690-6
19846-5;4187566-7
10833-3;4680722-6
10833-3;4003832-4
19625-0;4601495-0
19625-0;4156623-3
10994-0;4066512-4
14143-1;4051990-9
29181-4;1032746432
12174-0;4131978-3
12174-0;4000937-3
11328-4;4170008-9
13383-0;4011425-9
16449-2;4331181-7
16449-2;4332988-3
16449-2;4129776-3
29989-5;7527861-3
13444-6;4034402-2
19017-2;4153755-5
21002-0;4180818-6
19314-3;4128750-2
14157-4;4297519-0
11609-3;4164798-1
12936-4;4122069-9
12669-1;4140230-3
18986-1;4137447-2
14665-6;4125880-0
14665-6;4141899-2
14665-6;4001210-4
14665-6;4594151-8
10065-1;4079348-5
10940-2;4127119-1
13374-1;4188198-9
16495-2;4071013-0
29609-6;4277088-9
25822-5;7697760-2
10412-6;4116594-9
29867-5;4189152-1
29886-1;4463623-4
29401-2;4001183-5
14004-1;4176310-5
14004-1;4381669-1
11857-5;4049029-4
16486-3;4123761-4
11183-4;4002733-8
11353-5;4006650-2
19027-6;4128128-7
10222-4;4140474-9
13577-1;4187837-1
11951-6;4177424-3
18003-4;4113491-6
30008-1;4065471-0
19569-5;4139168-8
13409-1;4140132-3
11241-2;4236656-2
15954-1;4162051-3
14310-1;4190888-0
11222-6;4145477-7
24740-5;4444016-9
13678-2;4121257-5
15872-3;4020216-1
19766-3;4066615-3
15611-3;4033447-8
16792-3;4187599-0
16792-3;4132773-1
16792-3;4145270-7
19632-3;4033481-8
29842-0;4380080-4
29932-6;4138031-9
12986-3;4163048-8
14063-6;4208540-8
29224-5;4739364-6
19088-0;4021126-5
13682-4;4041066-3
13290-0;4056030-2
13290-0;4116552-4
29678-1;4501202-7
13188-5;4034299-2
13188-5;4280236-2
12978-2;4019429-2
13957-5;4131695-2
13957-5;4002844-6
28001-2;4198340-3
12898-0;4072986-2
14039-3;4032728-0
11345-4;4036241-3
18733-2;4508395-2
18340-0;4131965-5
10227-1;4200439-1
15908-1;4005279-5
16142-0;4033413-2
11211-4;4112574-5
19026-1;4026661-8
16757-5;4026926-7
13185-4;4133223-4
13185-4;4375909-9
11917-6;4129069-0
10717-5;4141203-5
12945-3;4034402-2
18576-6;7746291-9
10823-6;4003772-1
14919-1;4002774-0
18029-0;4520586-3
18029-0;4309237-8
18029-0;4124261-0
15768-5;4078523-3
15768-5;4363220-8
15518-0;4121783-4
10383-1;4121374-9
13565-1;4225140-0
10057-0;4050129-2
10057-0;4224505-9
10057-0;4138417-9
14355-0;4010992-6
11710-0;4373835-7
12046-2;4061963-1
12046-2;4187041-4
14197-6;4015179-7
14197-6;4124847-8
19476-5;4182735-1
16740-1;4140691-6
16504-6;4121732-9
14096-5;4178338-4
13694-4;4151346-0
19005-2;4145079-6
30000-3;7687452-7
14299-5;4033734-0
12761-6;4261341-3
18182-6;4050899-7
29899-6;4301885-3
11379-1;4058216-4
21110-4;4064228-8
15633-0;4129772-6
14249-6;4006111-5
18863-3;4018214-9
16809-5;4195018-5
16809-5;4000782-0
10072-4;4315051-2
11503-5;7696600-8
28227-4;4156953-2
14958-5;4171122-1
13406-0;4137265-7
14627-0;4180380-2
10525-0;4121207-1
10242-5;4120486-4
29629-0;4209156-1
20402-3;4171529-9
19286-3;4253273-5
12055-1;4140747-7
12055-1;4500065-7
18154-4;4201710-5
18154-4;4168083-2
14188-0;4064689-0
18084-6;7651519-9
18084-6;4122992-7
19121-0;4168911-2
19228-3;4127871-9
15810-4;4055783-2
15719-4;4055747-9
10198-3;4543366-5
30068-4;4076215-4
26844-4;4064471-6
18509-0;4023302-9
19855-4;4056287-6
18731-6;4624683-6
18731-6;4275235-8
30042-1;4189759-6
11832-0;4062954-5
18274-1;4121476-6
18274-1;4181740-0
11266-0;4002747-8
13158-0;4169927-0
27784-5;4318802-3
18905-6;4116655-3
29421-3;4566658-1
11039-4;4013585-8
19556-0;4115631-6
19556-0;4833663-4
18573-5;4151488-9
15097-5;4161486-0
18180-3;4125308-5
15938-6;4016397-0
11582-4;4261576-8
11602-3;4114346-2
14164-0;4058509-8
10981-2;4066520-3
18789-3;4443904-0
10514-5;4061896-1
19227-5;4382291-5
18421-0;4165441-9
14211-3;4185722-7
11853-6;4021993-8
10282-0;4824734-0
14439-1;4043533-7
11709-6;4121725-1
13709-3;4266905-4
10692-2;4153388-4
12665-2;4167639-7
29686-2;4405008-2
13555-4;4003936-5
12631-5;4002650-4
13151-0;4008024-9
13151-0;4069637-6
29830-0;4125280-9
10984-3;4120500-5
10984-3;4123438-8
29524-0;4303006-3
15458-6;4056243-8
15437-0;4121154-6
12244-5;4154417-1
12244-5;4125993-2
13239-0;4184403-8
19391-6;4411164-2
19548-6;4161817-8
12073-6;4066424-7
18606-2;4168271-3
11696-3;4183235-8
13742-5;4189707-9
13337-0;4075026-7
29549-5;4120514-5
19560-2;4438928-0
11790-4;4058136-6
14215-2;4159476-9
14170-5;4066089-8
15038-0;4113782-6
10032-2;4066528-8
10617-2;4068297-3
13888-5;4468091-0
28921-2;4009987-8
18899-3;4073781-0
16663-0;4048390-3
18987-6;4025698-4
10522-6;4134109-0
13605-1;4246529-1
20722-6;4501271-4
11064-5;4184537-7
13841-3;4190169-1
18314-1;4138144-0
18314-1;4204332-3
18314-1;4160816-1
18830-4;4020046-2
15605-5;4214774-8
15605-5;4113821-1
15605-5;4011144-1
10631-1;4158994-4
10704-0;4169354-1
10466-4;4059252-2
10466-4;4038177-8
11372-1;4025243-7
11372-1;4160219-5
11576-6;4003822-1
14364-6;4128839-7
12298-3;4183331-4
14037-0;4132668-4
10798-0;4143589-8
14931-4;4034870-2
15074-3;4316981-8
18394-5;4125537-9
29878-0;4125214-7
16427-5;4071465-2
19611-4;4055768-6
14186-4;4055572-0
15142-5;4070313-7
18382-5;4122976-9
18382-5;4050428-1
12040-0;4006340-9
13485-6;4304338-0
10991-6;4224214-9
16258-2;4035043-5
13351-6;4006439-6
18140-1;4002764-8
13069-6;4196113-4
29445-3;4066586-0
10126-0;4130460-3
18120-0;4031031-0
18120-0;1031771492
13249-4;4043176-9
16195-0;4033178-7
16195-0;7864395-8
20468-1;7737985-8
13019-0;4057151-8
19022-2;4063673-2
15835-2;4161684-4
10691-4;4132646-5
14920-2;4056396-0
19821-0;4005305-2
12942-2;4020072-3
13078-5;4153880-8
15327-0;4002933-5
18665-0;4694120-4
18665-0;7705206-7
18848-6;4566078-5
12225-2;4029561-8
11862-5;4012775-8
11855-2;4173790-8
15060-0;4064324-4
18938-5;4076352-3
15624-1;4116673-5
20381-6;4126314-5
11237-0;4130930-3
14436-0;4034649-3
13419-5;4055912-9
24733-2;4627114-4
12778-3;4112445-5
14176-0;4014720-4
29702-2;7637883-4
16131-5;4002799-5
16131-5;4113307-9
16131-5;4002802-1
18956-3;4056433-2
13534-5;4126054-5
11972-5;7606947-3
11311-0;4006204-1
18869-5;4031370-0
18869-5;4125522-7
18869-5;4235164-9
13953-6;4004985-1
13953-6;7539353-0
12889-1;4057416-7
19858-5;4188892-3
14976-3;4020783-3
14976-3;4157188-5
12387-4;4048724-6
13222-3;4228836-8
11063-0;4058813-0
19692-6;4166306-8
19353-0;4408931-4
16741-6;4045980-9
11803-0;4000778-9
28667-4;4127380-1
13149-1;4195231-5
16437-2;4069715-0
10249-5;4037174-8
15737-2;4026611-4
29706-1;7860903-3
18449-6;4128151-2
18449-6;4047150-0
14003-3;4061418-9
18995-0;4050426-8
18295-0;4039792-0
12058-2;4131971-0
11065-3;4047479-3
16031-2;4020167-3
19816-0;4116634-6
19259-6;4117242-5
14359-6;4052411-5
13348-2;4132344-0
13348-2;4047746-0
13348-2;4176224-1
18679-3;4268390-7
11956-3;4216837-5
14371-2;4133332-9
12523-1;4125499-5
12523-1;4046227-4
12272-0;4049459-7
12018-0;4007394-4
13285-0;4136770-4
19730-3;4032237-3
19366-5;4163518-8
10045-0;4129446-4
18659-2;4308416-3
19843-4;4003338-7
11903-3;4067619-5
15135-2;4134368-2
11551-1;4017791-9
14772-5;4030282-9
14772-5;4154265-4
29161-3;4238812-0
29794-6;4384508-3
13960-2;4026955-3
19345-6;4053856-4
10957-6;4071521-8
15880-4;4031170-3
24784-6;4548264-0
19319-0;4458663-2
10907-0;4041038-9
11402-4;4113936-7
18837-4;4330651-2
15381-1;4170297-9
16522-4;4117605-4
11285-3;4124447-3
11285-3;4002025-3
15646-5;4024955-4
12884-4;4070102-5
15836-0;4066506-9
27587-0;7518581-7
19672-5;4434831-9
13152-5;4182360-6
16526-3;4139466-5
12609-5;4220288-7
12609-5;4002771-5
18338-1;4123218-5
14683-4;4125165-9
15350-5;4187413-4
16202-1;4066518-5
19392-4;4130059-2
10181-6;4165121-2
16786-5;4115449-6
18517-1;4020796-1
14307-4;4127830-6
10923-2;4029785-8
29814-5;7564917-2
28840-2;4059798-2
27571-1;4056218-9
12081-0;4120753-1
13785-1;4125006-0
13255-2;4052371-8
30021-2;4079158-0
12164-3;4128022-2
29043-2;4125994-4
14049-0;4183260-7
11152-1;4300013-7
19267-0;4067855-6
29939-6;4125271-8
12418-5;4152575-9
12543-2;4000232-9
12543-2;4141108-0
19760-1;4034834-9
11419-1;4125235-4
18151-3;4190041-8
29588-2;4431979-4
10828-3;4012744-8
11880-3;4116496-9
12047-0;4293729-2
10326-6;4047353-3
16028-5;4015114-1
29912-5;4157404-7
12713-3;4219057-5
15743-0;4074381-0
11261-3;4218407-1
12947-6;4043051-0
11124-6;4182644-9
19835-3;4331168-4
19051-2;4182860-4
13652-6;4191427-2
10949-5;4212665-4
29599-4;4026309-5
19475-0;4412411-9
30036-3;7540109-5
30022-0;4031712-2
10055-4;4382656-8
13704-6;4026615-1
29081-1;4135391-2
15807-0;4055729-7
18081-5;4338635-0
18081-5;4845922-7
19042-3;4047390-9
19213-2;4135492-8
29564-2;4041030-4
29844-3;4068123-3
11721-2;4182666-8
14274-0;4053963-5
19098-4;4165391-9
18834-3;4217171-4
18860-2;4145492-3
11318-0;4006028-7
13563-5;4057931-1
28940-5;4122829-7
11201-0;4128152-4
18923-4;4309943-9
29921-4;4291458-9
11705-0;4057450-7
18489-1;4236886-8
16635-5;4020754-7
11544-5;4194925-0
16373-2;4181916-0
18864-1;4278357-4
19736-5;4030027-4
24787-0;4308413-8
12880-5;4124589-1
21101-5;4431892-3
19033-4;4038852-9
19033-4;4259216-1
19033-4;4259214-8
15767-0;4061638-1
13480-2;4203166-7
15919-3;4017604-6
14522-0;4061912-6
12681-4;4135274-9
10464-1;4124236-1
10464-1;7853364-8
18922-6;4461712-4
30048-3;4071781-1
29616-2;4114040-0
13248-6;4134274-4
10196-0;4556606-9
12810-5;4126360-1
15211-5;4218541-5
15211-5;4121894-2
18603-1;4158722-4
11610-4;4164796-8
10842-2;4027415-9
10070-1;4129904-8
16355-4;4064292-6
19771-3;4143731-7
19771-3;4002053-8
18099-0;4207431-9
16633-2;4020630-0
16122-6;4191025-4
29961-6;4012249-9
11626-3;4156569-1
10347-5;4125557-4
10898-3;4156281-1
19572-2;4162442-7
16476-6;4140775-1
10243-3;4027105-5
18588-6;4179569-6
18588-6;4035849-5
29083-4;4163418-4
29083-4;4410512-5
29083-4;4120490-6
11373-6;4072560-1
11373-6;7676908-2
11373-6;4061778-6
15797-5;4137343-1
16726-2;4497340-8
